dat_hr,n,flow_mean,flow_sd,flow_median,speed_mean,speed_sd,speed_median
05-11-18 00:00,1031,1605.1779999999997,1209.6619999999998,1332,395.162,162.639,354.31
05-11-18 01:00,1077,824.3439999999999,650.4669999999999,666,367.94100000000003,155.35000000000002,324.09
05-11-18 02:00,883,508.7169999999999,364.7779999999999,420,397.905,176.805,353.795
05-11-18 03:00,875,415.375,294.95900000000006,336,383.63,171.513,329.675
05-11-18 04:00,955,579.544,411.923,474,375.224,165.159,325.57
05-11-18 05:00,1020,1585.7809999999997,1404.6399999999999,1098,360.043,148.78900000000002,321.84499999999997
05-11-18 06:00,1009,3312.886,2575.1769999999997,2562,358.4870000000001,142.989,321.38
05-11-18 07:00,996,9772.239,6457.843999999999,7914,310.195,117.42800000000001,291.75
05-11-18 08:00,919,11837.397,7083.034,9924,287.74699999999996,112.66600000000001,267.09000000000003
05-11-18 09:00,982,9402.282,5845.3240000000005,8178,322.269,125.056,292.84499999999997
05-11-18 10:00,976,7889.457,4333.717,7302,341.39000000000004,139.099,304.31
05-11-18 11:00,893,7714.003000000001,4319.678999999999,7098,348.83799999999997,139.577,315.70500000000004
05-11-18 12:00,1000,7677.479,4184.036,6984,342.558,140.78300000000002,303.295
05-11-18 13:00,1006,7796.745,4492.654,6948,340.45900000000006,139.532,306.285
05-11-18 14:00,988,8740.046999999999,5287.211,7728,336.457,133.84900000000002,305.52500000000003
05-11-18 15:00,906,9129.333,5003.563999999999,8310,345.595,130.813,315.82000000000005
05-11-18 16:00,972,9476.328,5164.025,8430,329.4220000000001,135.002,298.31
05-11-18 17:00,936,10822.126999999999,6357.2029999999995,9444,305.74399999999997,123.761,280.405
05-11-18 18:00,958,11127.341,6381.081,9714,297.582,117.85699999999999,276.3
05-11-18 19:00,953,9447.056999999999,5447.664999999999,8286,327.986,136.004,297.73
05-11-18 20:00,1001,5742.751,3320.2430000000004,5226,362.485,143.47599999999997,329.72499999999997
05-11-18 21:00,1076,3466.764,2073.284,3162,362.48299999999995,150.15599999999998,323.26
05-11-18 22:00,1080,3169.6749999999993,2121.7400000000002,2754,365.80600000000004,152.195,324.20500000000004
05-11-18 23:00,991,2113.3959999999997,1315.5749999999998,1884,335.388,140.35700000000003,298.105
05-12-18 00:00,1056,1845.091,1196.6759999999997,1614,380.273,145.701,347.16499999999996
05-12-18 01:00,1079,864.3910000000001,586.6419999999999,702,365.355,142.497,328.7249999999999
05-12-18 02:00,969,481.5850000000001,330.206,384,377.719,155.58499999999998,337.64500000000004
05-12-18 03:00,883,389.38399999999996,258.971,312,375.35900000000004,154.31599999999997,332.655
05-12-18 04:00,922,602.7639999999999,424.746,501,373.448,146.409,334.90000000000003
05-12-18 05:00,904,1748.783,1456.3400000000001,1326,376.397,142.169,347.19
05-12-18 06:00,937,3833.285,2781.0620000000004,3096,367.82699999999994,133.508,337.615
05-12-18 07:00,935,10567.322999999999,6270.896,8946,312.459,111.46600000000001,300.795
05-12-18 08:00,939,12735.709000000003,6625.951999999999,10920,288.94,108.07300000000001,277.435
05-12-18 09:00,880,10717.876999999999,5807.428000000001,9222,339.06600000000003,114.99,321.935
05-12-18 10:00,938,8939.502999999999,4446.4490000000005,8124,341.65200000000004,123.566,315.19500000000005
05-12-18 11:00,961,8522.46,4102.257,7908,344.573,127.94399999999999,316.99
05-12-18 12:00,962,8782.79,4347.396000000001,7974,342.828,129.527,316.855
05-12-18 13:00,970,8842.813999999998,4604.025,8004,343.183,129.369,313.455
05-12-18 14:00,952,9732.446,5254.883,8706,336.85600000000005,125.93900000000001,312.945
05-12-18 15:00,984,9547.833999999999,4856.048,8790,331.964,125.96100000000001,306.945
05-12-18 16:00,987,10265.542,5336.5419999999995,9252,329.699,125.284,304.42999999999995
05-12-18 17:00,901,12208.27,6532.511,10836,309.773,115.95700000000001,293.81
05-12-18 18:00,968,11679.298000000003,6423.362999999999,10344,301.362,112.16199999999998,291.53499999999997
05-12-18 19:00,983,10364.768,5762.6680000000015,9324,324.41299999999995,124.796,302.745
05-12-18 20:00,1043,7262.609,4174.257,6510,365.064,134.731,334.185
05-12-18 21:00,1140,4250.957,2439.8859999999995,3822,364.281,141.12199999999999,328.09999999999997
05-12-18 22:00,1140,3772.0409999999997,2332.894,3318,365.652,141.175,328.42
05-12-18 23:00,1037,2976.5769999999998,1821.0789999999997,2688,336.54699999999997,131.832,301.42
06-01-18 00:00,977,2798.0470000000005,1586.502,2538,366.65500000000003,134.429,338.88
06-01-18 01:00,1075,1858.9730000000002,1156.6040000000003,1674,355.37299999999993,141.344,320.63500000000005
06-01-18 02:00,975,1312.7969999999998,830.6869999999999,1164,381.92100000000005,143.801,348.75499999999994
06-01-18 03:00,1040,896.8109999999999,623.728,738,366.853,157.94000000000003,329.975
06-01-18 04:00,1045,791.9860000000001,548.49,678,361.67100000000005,148.33300000000003,326.31500000000005
06-01-18 05:00,943,909.1449999999999,571.108,834,355.86800000000005,140.269,322.085
06-01-18 06:00,982,1301.411,911.773,1104,353.399,135.102,321.68000000000006
06-01-18 07:00,973,1577.793,917.986,1425,353.388,137.71299999999997,319.615
06-01-18 08:00,958,2221.19,1242.744,1998,357.374,144.549,317.195
06-01-18 09:00,936,3574.3509999999997,2110.2679999999996,3156,349.8179999999999,137.939,315.12500000000006
06-01-18 10:00,944,5107.495,3132.023,4536,345.45799999999997,129.739,315.12999999999994
06-01-18 11:00,946,6447.687000000001,3983.512,5640,338.546,124.295,311.0800000000001
06-01-18 12:00,970,6498.459000000002,3946.947,5910,339.611,126.89399999999996,310.28
06-01-18 13:00,961,4656.128999999999,2943.8669999999997,4224,346.39699999999993,131.606,314.395
06-01-18 14:00,954,5160.788,3268.754,4554,346.19699999999995,130.568,315.52000000000004
06-01-18 15:00,970,6590.76,4138.201,5958,338.39200000000005,123.97900000000001,311.645
06-01-18 16:00,975,6821.84,4290.032,6090,336.39099999999996,123.27499999999999,308.205
06-01-18 17:00,952,7076.884,4475.603999999999,6438,332.48,119.62899999999999,305.92
06-01-18 18:00,875,6859.7970000000005,4324.4980000000005,5997,332.59000000000003,122.82,307.115
06-01-18 19:00,928,7191.827,4276.526,6678,331.057,125.60500000000002,300.065
06-01-18 20:00,1086,5243.036000000001,3047.5589999999997,4878,344.8139999999999,135.093,308.55999999999995
06-01-18 21:00,1075,3644.758,2207.338,3384,349.62200000000007,138.002,313.63000000000005
06-01-18 22:00,1086,3497.67,2119.645,3228,349.11,137.01799999999997,313.72999999999996
06-01-18 23:00,998,3578.146,2019.765,3360,321.889,126.161,287.865
06-02-18 00:00,1041,1358.387,765.6329999999999,1293,378.0299999999999,134.504,348.46000000000004
06-02-18 01:00,1062,644.655,428.601,552,363.60999999999996,136.691,331.44500000000005
06-02-18 02:00,896,426.13599999999997,287.626,354,377.6,151.915,335.265
06-02-18 03:00,817,366.39000000000004,261.056,300,374.929,145.68,335.28999999999996
06-02-18 04:00,938,524.665,389.22900000000004,420,363.957,134.219,331.795
06-02-18 05:00,1019,1680.1090000000002,1442.251,1263,356.5940000000001,131.10699999999997,330.215
06-02-18 06:00,1028,3402.0220000000004,2445.55,2745,351.913,121.965,328.70000000000005
06-02-18 07:00,956,9654.152000000002,6041.226,8187,308.2679999999999,109.255,295.31
06-02-18 08:00,980,11919.830000000002,6430.871999999999,10362,286.831,105.69000000000003,279.61
06-02-18 09:00,1031,9563.501,5265.117000000001,8595,315.58599999999996,108.49799999999999,302.74
06-02-18 10:00,949,8680.071,4212.804,8088,341.67500000000007,114.349,324.94999999999993
06-02-18 11:00,996,7848.585,3768.3289999999997,7413,332.718,117.602,313.68
06-02-18 12:00,1037,8002.523000000001,3848.7639999999997,7590,336.338,119.595,316.0
06-02-18 13:00,654,8274.050000000001,4545.005,7554,359.3910000000001,123.417,335.96000000000004
06-02-18 14:00,484,9679.135,5581.814,8700,366.19900000000007,122.11,349.8949999999999
06-02-18 15:00,835,8871.489,4531.145000000001,8085,339.616,122.25,320.22999999999996
06-02-18 16:00,1007,9522.207999999999,4869.024,8622,323.237,117.64900000000002,308.7049999999999
06-02-18 17:00,981,10954.375,6200.401,9774,303.51099999999997,105.972,296.635
06-02-18 18:00,999,10947.810000000001,5836.298,10008,303.33099999999996,111.575,286.52000000000004
06-02-18 19:00,1005,9710.775000000001,4985.961000000001,8985,322.222,121.67500000000001,305.2850000000001
06-02-18 20:00,1109,6244.012999999999,3456.959,5712,345.761,125.779,322.02
06-02-18 21:00,1127,3710.3179999999998,2048.1910000000003,3435,357.61600000000004,132.181,330.26000000000005
06-02-18 22:00,1144,3427.154,2064.147,3072,357.847,131.14399999999998,330.215
06-02-18 23:00,1051,2351.9030000000002,1327.588,2193,331.697,125.50300000000001,303.0
06-03-18 00:00,1063,1375.3990000000001,818.409,1230,376.427,137.091,347.745
06-03-18 01:00,1100,699.305,472.615,600,367.451,139.872,332.0249999999999
06-03-18 02:00,977,437.35699999999997,309.81499999999994,384,373.6620000000001,144.092,336.68500000000006
06-03-18 03:00,852,378.487,263.462,300,382.86699999999996,150.202,342.99999999999994
06-03-18 04:00,1010,553.339,411.04,456,373.804,142.985,338.59999999999997
06-03-18 05:00,1063,1674.856,1409.0929999999998,1260,357.52399999999994,128.47799999999998,330.1
06-03-18 06:00,1094,3407.857,2294.199,2958,354.336,124.79400000000001,328.835
06-03-18 07:00,1031,10035.858,5989.993999999999,8730,315.124,112.63799999999999,295.38500000000005
06-03-18 08:00,1055,12295.783,6537.834000000001,10884,294.17400000000004,108.59600000000002,281.41499999999996
06-03-18 09:00,992,10143.93,5326.717,9108,327.63,120.52699999999999,306.805
06-03-18 10:00,1043,8256.246,3854.7970000000005,7761,338.259,121.51200000000001,310.65500000000003
06-03-18 11:00,1034,7935.159000000001,3793.76,7428,339.78999999999996,125.69800000000001,315.38
06-03-18 12:00,1059,8072.444000000001,4058.7580000000007,7482,341.95500000000004,128.10299999999998,313.82
06-03-18 13:00,1066,8059.646999999999,4325.081,7410,343.342,127.59700000000001,315.565
06-03-18 14:00,1061,9055.107,4947.546,8016,337.798,125.62400000000001,310.24499999999995
06-03-18 15:00,1069,9176.86,4623.325,8412,338.64300000000003,128.661,310.99
06-03-18 16:00,977,10133.947000000002,5200.365,9264,342.837,128.52100000000002,325.90000000000003
06-03-18 17:00,1080,11183.638,6334.363000000001,10119,314.49899999999997,116.34199999999998,294.88500000000005
06-03-18 18:00,1076,11482.566,6345.037,10380,308.718,116.992,292.245
06-03-18 19:00,1091,10294.394,5778.278,9312,325.69200000000006,123.06299999999999,303.485
06-03-18 20:00,1051,6980.585,4046.969,6378,380.1700000000001,136.84199999999998,356.4899999999999
06-03-18 21:00,1237,3894.969,2237.986,3504,363.68300000000005,136.893,330.14500000000004
06-03-18 22:00,1236,3826.5190000000002,2503.314,3303,362.436,134.628,329.85999999999996
06-03-18 23:00,1152,2541.062,1488.174,2340,334.255,125.56500000000001,302.815
06-04-18 00:00,1099,2117.936,1338.3500000000001,1848,383.84600000000006,143.003,350.52500000000003
06-04-18 01:00,1130,1056.984,709.7510000000001,924,371.865,145.526,331.955
06-04-18 02:00,1111,592.0859999999999,409.2319999999999,504,372.841,149.059,331.57
06-04-18 03:00,980,468.12200000000007,318.801,375,381.157,153.60000000000002,336.375
06-04-18 04:00,1054,600.021,430.87800000000004,498,372.83700000000005,145.437,332.405
06-04-18 05:00,1080,1629.715,1355.17,1290,364.92799999999994,135.809,330.76000000000005
06-04-18 06:00,1089,3580.8889999999997,2599.307,3018,358.80699999999996,132.614,328.56499999999994
06-04-18 07:00,1014,10200.280999999999,6271.829000000001,8796,317.31100000000004,117.786,296.63
06-04-18 08:00,964,12937.586000000001,6887.041999999999,11385,298.575,114.04800000000002,288.365
06-04-18 09:00,1057,10057.771999999999,5721.683,9045,321.382,121.434,292.79999999999995
06-04-18 10:00,1063,8797.729,4564.256,8061,336.934,124.01899999999998,306.295
06-04-18 11:00,1057,8439.158000000001,4237.223,7998,341.795,130.9,310.87
06-04-18 12:00,1086,8631.787999999999,4513.703,7944,341.53700000000003,134.09099999999998,309.82500000000005
06-04-18 13:00,1098,8649.19,4587.731,7908,340.39300000000003,132.029,307.68
06-04-18 14:00,1074,9339.502,5098.521,8532,335.82000000000005,128.81,306.75
06-04-18 15:00,1059,9705.431,5097.755999999999,8814,336.56600000000003,131.166,308.435
06-04-18 16:00,1043,10281.114,5538.4039999999995,9408,331.623,127.155,304.83000000000004
06-04-18 17:00,1019,11489.12,6309.482000000001,10500,309.337,116.221,288.395
06-04-18 18:00,885,12776.795999999998,6798.493,11472,311.504,117.34700000000001,303.235
06-04-18 19:00,1049,10916.404,6339.498,9918,317.94000000000005,125.158,295.86
06-04-18 20:00,1220,8218.851999999999,5180.6320000000005,7542,340.886,132.35999999999999,308.16
06-04-18 21:00,1210,5054.572999999999,3029.255,4602,360.868,138.71399999999997,323.385
06-04-18 22:00,1220,4626.997,2936.162,4290,361.964,140.63899999999998,326.04999999999995
06-04-18 23:00,1123,3751.8860000000004,2180.835,3498,332.51199999999994,129.257,298.895
06-05-18 00:00,1070,4778.998,2833.1169999999997,4224,382.90000000000003,148.098,345.885
06-05-18 01:00,1139,3246.0400000000004,1923.0659999999998,2904,357.88399999999996,141.964,324.41
06-05-18 02:00,1161,2053.337,1369.4080000000001,1800,368.423,150.927,329.34499999999997
06-05-18 03:00,1153,1499.2640000000001,1035.85,1308,369.51699999999994,154.099,329.94999999999993
06-05-18 04:00,1134,1057.747,694.1269999999998,960,370.69700000000006,152.122,330.36999999999995
06-05-18 05:00,1048,960.3030000000001,588.078,885,369.486,151.346,329.835
06-05-18 06:00,1026,1248.667,858.5069999999998,1110,370.50200000000007,153.22200000000004,329.765
06-05-18 07:00,1012,1572.3890000000001,959.776,1431,364.34000000000003,145.44299999999998,328.7200000000001
06-05-18 08:00,992,2614.8230000000003,1584.2469999999998,2352,369.586,151.154,329.72
06-05-18 09:00,994,4394.979000000001,2726.4130000000005,3834,361.691,143.60999999999999,326.2900000000001
06-05-18 10:00,1004,5517.011,3241.646,4926,360.62899999999996,143.081,323.275
06-05-18 11:00,967,5986.9980000000005,3583.4610000000002,5244,356.608,142.12,316.02
06-05-18 12:00,972,6672.231000000002,4056.6609999999996,5790,355.849,146.034,313.665
06-05-18 13:00,982,4657.697999999999,2994.137,4068,366.55100000000004,149.58,324.25
06-05-18 14:00,981,5073.133,3250.2560000000003,4527,365.69699999999995,150.948,324.51500000000004
06-05-18 15:00,935,6338.262000000001,4242.711,5586,362.21900000000005,145.501,319.46
06-05-18 16:00,868,6826.084000000001,4841.718000000001,5964,356.12000000000006,139.33,310.92
06-05-18 17:00,876,7466.578,5426.635000000001,6432,349.888,138.42999999999998,308.84
06-05-18 18:00,905,7886.833,5927.083999999999,6912,341.336,127.88799999999999,307.01000000000005
06-05-18 19:00,893,8129.754,6090.054,7092,336.274,126.187,303.38000000000005
06-05-18 20:00,1126,5809.598,4360.719,5100,352.94199999999995,137.247,317.12
06-05-18 21:00,1102,4248.36,3176.2249999999995,3702,358.704,138.8,326.31000000000006
06-05-18 22:00,1122,3796.249,2877.5730000000003,3282,360.892,141.71999999999997,326.70000000000005
06-05-18 23:00,1033,2716.738,1929.6860000000001,2382,332.804,134.705,298.835
06-06-18 00:00,1068,2112.4040000000005,1306.4579999999999,1890,389.65999999999997,154.545,353.36500000000007
06-06-18 01:00,1073,1001.6759999999999,740.4989999999998,846,360.521,139.829,323.09499999999997
06-06-18 02:00,1023,558.815,491.18600000000004,426,382.8299999999999,161.848,332.04499999999996
06-06-18 03:00,903,471.373,423.245,336,386.92699999999996,165.003,332.73
06-06-18 04:00,1019,616.445,593.7740000000001,465,380.25199999999995,159.164,332.625
06-06-18 05:00,960,1526.5230000000001,1335.766,1122,339.57800000000003,137.07799999999997,301.855
06-06-18 06:00,1071,3608.331,2696.9049999999997,3030,367.69699999999995,148.9,329.19
06-06-18 07:00,987,9718.309000000001,6142.723,8466,320.44800000000004,123.42500000000001,297.62
06-06-18 08:00,996,11730.127,6525.1269999999995,10446,296.684,115.64899999999999,279.20000000000005
06-06-18 09:00,1011,9558.805,5479.987999999999,8460,321.826,124.084,292.95500000000004
06-06-18 10:00,1034,8319.11,4465.162,7812,341.641,132.85399999999998,306.61
06-06-18 11:00,1016,7846.099999999999,4135.8369999999995,7302,347.31600000000003,139.587,312.57500000000005
06-06-18 12:00,1059,8098.529000000001,4379.0830000000005,7410,348.95000000000005,144.547,309.515
06-06-18 13:00,1063,8031.735999999999,4481.285000000001,7236,351.482,143.85799999999998,313.545
06-06-18 14:00,1038,8848.884999999998,5101.340999999999,8070,344.48299999999995,138.537,307.38000000000005
06-06-18 15:00,1034,8768.315999999999,4819.78,8154,343.004,140.05800000000002,307.21
06-06-18 16:00,1034,9540.38,5237.630000000001,8682,332.844,132.87900000000002,304.225
06-06-18 17:00,1000,11001.682999999999,6384.106000000001,9696,314.564,121.57200000000003,295.50000000000006
06-06-18 18:00,1033,11077.345999999998,6466.442999999999,9894,304.062,116.88400000000001,289.485
06-06-18 19:00,1029,10415.221000000001,6003.245999999999,9450,320.253,127.914,299.365
06-06-18 20:00,1155,7094.809,4020.984999999999,6486,351.444,147.999,311.8
06-06-18 21:00,1161,4315.24,2465.4259999999995,3894,362.35400000000004,147.803,320.53999999999996
06-06-18 22:00,1097,4152.11,2439.8210000000004,3756,380.965,146.786,345.095
06-06-18 23:00,1083,3006.0509999999995,1760.943,2622,334.067,133.69500000000002,300.23
06-07-18 00:00,1004,2916.0959999999995,1856.3099999999997,2622,384.675,151.94799999999998,347.15999999999997
06-07-18 01:00,1080,1356.667,923.399,1164,369.14799999999997,153.696,323.47999999999996
06-07-18 02:00,1028,747.72,554.744,576,370.418,150.636,328.29
06-07-18 03:00,974,591.76,521.002,474,374.56399999999996,155.33499999999998,330.0199999999999
06-07-18 04:00,992,664.6320000000001,542.836,516,371.357,151.41400000000002,327.7750000000001
06-07-18 05:00,1089,1639.3390000000002,1393.0710000000001,1224,365.15599999999995,149.29199999999997,324.665
06-07-18 06:00,1102,3481.7059999999997,2602.811,2877,359.182,141.238,322.365
06-07-18 07:00,980,8521.810000000001,5877.423999999999,7374,328.044,127.244,295.40000000000003
06-07-18 08:00,935,10734.484,6327.909999999998,9504,300.796,117.155,277.94999999999993
06-07-18 09:00,961,8818.216,5103.081999999999,8256,329.148,128.738,299.11
06-07-18 10:00,999,7939.654,4471.848,7374,343.389,138.02800000000002,307.49
06-07-18 11:00,1006,7538.206,4008.114,7086,349.077,146.13300000000004,307.67999999999995
06-07-18 12:00,1012,7689.661999999999,4190.111,7032,347.035,145.091,309.265
06-07-18 13:00,1030,7098.471,3977.9190000000003,6456,352.03200000000004,148.415,307.985
06-07-18 14:00,993,7869.630999999999,4543.303,7110,348.03900000000004,143.32,310.72
06-07-18 15:00,946,8128.759,4430.163,7596,348.239,147.75400000000002,308.145
06-07-18 16:00,941,8541.09,4735.338000000001,7776,346.43600000000004,147.811,309.16499999999996
06-07-18 17:00,911,9929.125,5897.659000000001,9150,328.826,134.214,297.17499999999995
06-07-18 18:00,885,10550.143,6274.923,9546,318.21500000000003,132.742,293.555
06-07-18 19:00,906,9567.479,5615.366999999999,8598,331.9680000000001,141.306,298.955
06-07-18 20:00,1104,6605.049000000001,4174.361000000001,6024,352.222,146.75199999999998,313.82500000000005
06-07-18 21:00,1136,4370.061,2877.891,3960,361.32,145.44699999999997,323.68
06-07-18 22:00,1125,4445.262,2765.0219999999995,4098,357.948,142.98199999999997,321.66
06-07-18 23:00,1025,3661.526,2176.9570000000003,3366,332.039,135.83100000000002,294.23
06-08-18 00:00,756,2127.619,1674.861,1770,418.114,163.98899999999998,374.785
06-08-18 01:00,571,1042.8,844.391,849,392.807,171.59,334.995
06-08-18 02:00,521,662.8240000000001,464.2120000000001,552,404.651,178.083,352.86999999999995
06-08-18 03:00,483,491.3539999999999,337.23999999999995,429,405.15600000000006,187.74300000000002,339.31500000000005
06-08-18 04:00,478,608.781,407.578,504,405.6610000000001,182.71,353.925
06-08-18 05:00,485,1423.5449999999998,991.2520000000001,1188,380.916,154.59300000000002,340.955
06-08-18 06:00,537,2893.584,2242.084,2334,396.673,161.142,352.925
06-08-18 07:00,386,6744.938000000001,5683.661000000001,5262,385.941,162.558,328.19
06-08-18 08:00,376,8250.589999999998,6128.436000000001,6681,375.84799999999996,149.824,330.43499999999995
06-08-18 09:00,437,6618.243,4532.323,5616,370.313,150.09699999999998,324.78
06-08-18 10:00,470,6779.579000000001,4358.505999999999,5946,379.3310000000001,150.041,338.355
06-08-18 11:00,499,6632.514,3768.079,5946,387.53499999999997,151.67,337.91
06-08-18 12:00,476,6342.438000000001,3603.147,5508,400.05300000000005,158.485,353.29
06-08-18 13:00,508,5664.914999999999,3158.3630000000003,5010,394.13800000000003,158.62499999999997,344.98500000000007
06-08-18 14:00,468,6222.5019999999995,3904.3109999999997,5328,385.37699999999995,154.81400000000002,335.565
06-08-18 15:00,431,6663.402999999998,3862.652,6036,389.03,157.251,341.065
06-08-18 16:00,439,7038.748,4257.833,6048,376.586,157.388,329.975
06-08-18 17:00,415,8304.186,5583.655999999999,7125,372.58299999999997,159.074,321.56500000000005
06-08-18 18:00,405,8426.809000000001,5809.581000000001,7050,363.9940000000001,152.27700000000002,318.30499999999995
06-08-18 19:00,425,6771.594999999999,4759.977000000001,5508,375.66799999999995,156.189,325.76
06-08-18 20:00,575,4583.39,3042.593,3960,382.409,163.26100000000002,323.575
06-08-18 21:00,552,3363.133,2294.105,2934,384.47700000000003,162.435,328.605
06-08-18 22:00,556,2890.973,2210.6950000000006,2448,379.98799999999994,159.85800000000003,322.80999999999995
06-08-18 23:00,501,2031.546,1302.618,1764,351.04400000000004,152.979,295.3
06-09-18 00:00,1009,2226.449,1642.507,1884,386.69599999999997,150.193,353.685
06-09-18 01:00,975,1004.9440000000002,705.8240000000001,828,347.176,129.828,312.01500000000004
06-09-18 02:00,964,626.8719999999998,427.94300000000004,546,374.77000000000004,160.09300000000002,329.66499999999996
06-09-18 03:00,871,456.569,330.82099999999997,390,374.562,156.773,330.16
06-09-18 04:00,903,585.226,438.12299999999993,480,376.09399999999994,159.62599999999998,330.95500000000004
06-09-18 05:00,1050,1527.839,1365.271,1071,364.37499999999994,148.517,325.13
06-09-18 06:00,1058,3041.3450000000003,2404.272,2364,357.874,142.836,320.31000000000006
06-09-18 07:00,954,8281.28,5925.778,6618,329.061,128.817,298.58000000000004
06-09-18 08:00,912,10878.738999999998,6626.727,9336,305.191,120.401,282.81000000000006
06-09-18 09:00,928,8726.725999999999,5325.482,7800,327.326,127.54000000000002,295.15999999999997
06-09-18 10:00,957,7730.757999999999,4579.55,6966,336.242,133.978,299.125
06-09-18 11:00,974,7512.951000000001,4293.528,6960,338.59100000000007,135.934,301.875
06-09-18 12:00,953,7468.149,4200.362,6882,339.384,142.75599999999997,294.65
06-09-18 13:00,982,6901.69,4092.4830000000006,6252,345.05499999999995,144.363,300.015
06-09-18 14:00,973,8044.202,4929.7480000000005,7266,334.405,134.135,297.575
06-09-18 15:00,953,8051.341999999999,4732.849,7272,333.18000000000006,134.375,299.175
06-09-18 16:00,961,8822.192000000001,5041.535000000001,8016,326.696,130.294,296.24500000000006
06-09-18 17:00,923,10103.117,6257.388,8958,306.506,116.571,286.21000000000004
06-09-18 18:00,932,10447.785,6417.014000000001,9234,294.37899999999996,113.58700000000002,277.3
06-09-18 19:00,955,9265.916,5772.057,8142,321.39799999999997,131.075,289.67
06-09-18 20:00,1103,5951.2210000000005,3882.0729999999994,5388,345.751,138.25799999999998,303.9700000000001
06-09-18 21:00,1118,3698.655,2393.192,3330,360.58299999999997,145.567,325.58500000000004
06-09-18 22:00,1019,3105.94,2142.387,2706,330.77900000000005,132.231,301.255
06-09-18 23:00,1013,2575.354,1647.118,2364,329.779,140.268,293.995
06-10-18 00:00,1072,3434.3919999999994,2126.646,3099,377.78799999999995,146.229,344.02500000000003
06-10-18 01:00,1132,2194.786,1477.5859999999998,1902,353.196,136.701,320.73
06-10-18 02:00,1141,1408.3220000000001,1020.7710000000001,1170,364.682,150.766,323.18
06-10-18 03:00,1132,994.4499999999999,761.135,774,365.969,154.241,323.3550000000001
06-10-18 04:00,1142,922.6320000000001,662.784,762,360.1940000000001,145.882,320.74999999999994
06-10-18 05:00,1080,1356.8290000000002,936.3459999999999,1134,358.276,142.84799999999998,320.205
06-10-18 06:00,1068,2284.546,1654.862,1842,358.861,143.32600000000002,318.53
06-10-18 07:00,1028,3792.8999999999996,2471.343,3192,354.618,134.37199999999999,320.53499999999997
06-10-18 08:00,1014,5447.411,3436.0379999999996,4608,352.556,134.734,319.25500000000005
06-10-18 09:00,940,6963.661,4111.832,6072,361.86799999999994,135.82999999999998,328.905
06-10-18 10:00,914,8220.681,4747.04,7182,360.38500000000005,136.755,330.415
06-10-18 11:00,1017,8000.178000000001,4599.65,7086,337.55999999999995,135.894,303.11
06-10-18 12:00,1005,8548.847,5118.198,7458,336.365,134.164,303.815
06-10-18 13:00,1017,6965.161,4078.862,6006,347.96799999999996,142.06099999999998,311.06
06-10-18 14:00,986,6790.389999999999,4231.070000000001,5784,348.80899999999997,139.38899999999998,314.3949999999999
06-10-18 15:00,928,8267.106999999998,5039.847,7134,359.07399999999996,136.428,325.18999999999994
06-10-18 16:00,992,8029.656000000001,5034.315,7044,340.056,135.219,306.355
06-10-18 17:00,1019,8257.952000000001,5266.353,7050,338.557,134.975,309.07
06-10-18 18:00,972,7912.468000000001,4935.214999999999,6960,340.2749999999999,135.03199999999998,310.045
06-10-18 19:00,995,8511.635999999999,5406.289,7362,334.93899999999996,130.135,307.415
06-10-18 20:00,1171,6825.39,4288.709,6006,341.5990000000001,135.45499999999998,309.66
06-10-18 21:00,1191,4530.678,2840.0589999999997,4185,352.78499999999997,141.08299999999997,317.125
06-10-18 22:00,1186,4079.546,2599.0589999999997,3792,356.15200000000004,143.376,320.075
06-10-18 23:00,1089,4170.155,2515.397,3942,324.32099999999997,134.095,289.445
06-11-18 00:00,977,1347.8580000000002,892.765,1134,390.60599999999994,159.937,351.98500000000007
06-11-18 01:00,945,655.9110000000001,418.7399999999999,555,361.596,142.99699999999999,324.395
06-11-18 02:00,873,443.956,298.02099999999996,360,393.164,189.18299999999996,329.885
06-11-18 03:00,730,359.8709999999999,241.911,288,394.849,177.696,345.425
06-11-18 04:00,854,566.822,410.8740000000001,456,391.469,155.151,349.26000000000005
06-11-18 05:00,977,1527.8279999999997,1392.108,1074,360.243,148.66,322.08
06-11-18 06:00,991,3401.6189999999997,2750.326,2514,358.479,142.868,321.21999999999997
06-11-18 07:00,953,9644.541000000001,6487.013,7776,313.7,122.489,287.515
06-11-18 08:00,899,12460.587,7262.322999999999,10842,293.653,117.252,276.0
06-11-18 09:00,934,9499.326000000001,5687.701000000001,8226,315.45899999999995,125.80499999999999,284.98500000000007
06-11-18 10:00,920,8315.015,4822.651999999999,7518,335.62,134.94500000000002,300.12499999999994
06-11-18 11:00,917,7970.571,4317.142,7374,336.91700000000003,142.73,297.22999999999996
06-11-18 12:00,932,8138.525,4488.23,7290,338.33700000000005,142.636,298.10999999999996
06-11-18 13:00,944,8001.3600000000015,4647.783,7068,337.38100000000003,142.144,297.97999999999996
06-11-18 14:00,924,8674.433,5155.449999999999,7656,333.19,138.594,293.15999999999997
06-11-18 15:00,815,9351.373999999998,4841.0560000000005,8352,364.99600000000004,141.36899999999997,340.09000000000003
06-11-18 16:00,969,9576.955,5332.75,8418,326.812,134.868,293.25999999999993
06-11-18 17:00,960,10773.838000000002,6389.157000000001,9420,306.44699999999995,119.874,279.83000000000004
06-11-18 18:00,949,11072.274,6646.264999999999,9804,299.31999999999994,121.632,273.525
