,C1,C2,C3,C4,C5,date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),winds,rainfall_mm,snowfall_mm
2108,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,1581.0,31-40 anni,2018-01-19T02:00:00Z,392.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2109,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,1749.0,41-50 anni,2018-01-19T02:00:00Z,519.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2110,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,1917.0,51-60 anni,2018-01-19T02:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2111,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2085.0,>60 anni,2018-01-19T02:00:00Z,1043.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2112,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2253.0,Visitatori Intraregionali,2018-01-19T02:00:00Z,354.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2113,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2421.0,Visitatori Extraregionali,2018-01-19T02:00:00Z,219.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2114,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2589.0,Pendolari,2018-01-19T02:00:00Z,153.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2115,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2757.0,Residenti,2018-01-19T02:00:00Z,2286.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2116,"56,4","56,4","59,0","60,1","57,6",19-01-18 01:00,,2925.0,Visitatori Stranieri,2018-01-19T02:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.41,0.003,1.2333333333333334
2117,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,68.0,Presenze,2018-01-19T03:00:00Z,3122.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2118,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,236.0,Maschi,2018-01-19T03:00:00Z,1662.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2119,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,404.0,Femmine,2018-01-19T03:00:00Z,1460.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2120,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,572.0,Business,2018-01-19T03:00:00Z,550.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2121,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,740.0,Consumer,2018-01-19T03:00:00Z,2571.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2122,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,908.0,Italiani,2018-01-19T03:00:00Z,2988.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2123,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1076.0,Stranieri,2018-01-19T03:00:00Z,134.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2124,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1244.0,<18 anni,2018-01-19T03:00:00Z,27.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2125,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1412.0,18-30 anni ,2018-01-19T03:00:00Z,635.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2126,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1580.0,31-40 anni,2018-01-19T03:00:00Z,388.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2127,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1748.0,41-50 anni,2018-01-19T03:00:00Z,515.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2128,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,1916.0,51-60 anni,2018-01-19T03:00:00Z,529.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2129,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2084.0,>60 anni,2018-01-19T03:00:00Z,1028.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2130,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2252.0,Visitatori Intraregionali,2018-01-19T03:00:00Z,322.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2131,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2420.0,Visitatori Extraregionali,2018-01-19T03:00:00Z,217.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2132,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2588.0,Pendolari,2018-01-19T03:00:00Z,142.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2133,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2756.0,Residenti,2018-01-19T03:00:00Z,2290.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2134,"53,6","59,2","59,5","56,0","54,2",19-01-18 02:00,,2924.0,Visitatori Stranieri,2018-01-19T03:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.51,0.003,0.6999999999999998
2135,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,67.0,Presenze,2018-01-19T04:00:00Z,3065.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2136,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,235.0,Maschi,2018-01-19T04:00:00Z,1624.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2137,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,403.0,Femmine,2018-01-19T04:00:00Z,1440.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2138,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,571.0,Business,2018-01-19T04:00:00Z,541.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2139,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,739.0,Consumer,2018-01-19T04:00:00Z,2524.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2140,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,907.0,Italiani,2018-01-19T04:00:00Z,2932.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2141,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1075.0,Stranieri,2018-01-19T04:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2142,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1243.0,<18 anni,2018-01-19T04:00:00Z,26.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2143,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1411.0,18-30 anni ,2018-01-19T04:00:00Z,626.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2144,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1579.0,31-40 anni,2018-01-19T04:00:00Z,381.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2145,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1747.0,41-50 anni,2018-01-19T04:00:00Z,506.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2146,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,1915.0,51-60 anni,2018-01-19T04:00:00Z,524.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2147,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2083.0,>60 anni,2018-01-19T04:00:00Z,1002.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2148,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2251.0,Visitatori Intraregionali,2018-01-19T04:00:00Z,295.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2149,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2419.0,Visitatori Extraregionali,2018-01-19T04:00:00Z,217.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2150,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2587.0,Pendolari,2018-01-19T04:00:00Z,119.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2151,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2755.0,Residenti,2018-01-19T04:00:00Z,2284.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2152,"47,6","49,5","52,4","49,3","56,0",19-01-18 03:00,,2923.0,Visitatori Stranieri,2018-01-19T04:00:00Z,150.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.5899999999999999,0.002,0.6
2153,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,66.0,Presenze,2018-01-19T05:00:00Z,3029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2154,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,234.0,Maschi,2018-01-19T05:00:00Z,1614.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2155,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,402.0,Femmine,2018-01-19T05:00:00Z,1415.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2156,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,570.0,Business,2018-01-19T05:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2157,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,738.0,Consumer,2018-01-19T05:00:00Z,2492.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2158,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,906.0,Italiani,2018-01-19T05:00:00Z,2906.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2159,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1074.0,Stranieri,2018-01-19T05:00:00Z,123.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2160,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1242.0,<18 anni,2018-01-19T05:00:00Z,26.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2161,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1410.0,18-30 anni ,2018-01-19T05:00:00Z,617.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2162,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1578.0,31-40 anni,2018-01-19T05:00:00Z,384.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2163,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1746.0,41-50 anni,2018-01-19T05:00:00Z,499.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2164,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,1914.0,51-60 anni,2018-01-19T05:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2165,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2082.0,>60 anni,2018-01-19T05:00:00Z,982.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2166,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2250.0,Visitatori Intraregionali,2018-01-19T05:00:00Z,280.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2167,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2418.0,Visitatori Extraregionali,2018-01-19T05:00:00Z,214.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2168,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2586.0,Pendolari,2018-01-19T05:00:00Z,108.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2169,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2754.0,Residenti,2018-01-19T05:00:00Z,2288.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2170,"48,9","50,3","49,6","52,9","52,8",19-01-18 04:00,,2922.0,Visitatori Stranieri,2018-01-19T05:00:00Z,139.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.8099999999999998,0.003,-0.03333333333333333
2171,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,65.0,Presenze,2018-01-19T06:00:00Z,2977.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2172,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,233.0,Maschi,2018-01-19T06:00:00Z,1579.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2173,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,401.0,Femmine,2018-01-19T06:00:00Z,1398.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2174,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,569.0,Business,2018-01-19T06:00:00Z,522.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2175,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,737.0,Consumer,2018-01-19T06:00:00Z,2455.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2176,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,905.0,Italiani,2018-01-19T06:00:00Z,2859.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2177,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1073.0,Stranieri,2018-01-19T06:00:00Z,118.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2178,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1241.0,<18 anni,2018-01-19T06:00:00Z,26.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2179,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1409.0,18-30 anni ,2018-01-19T06:00:00Z,604.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2180,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1577.0,31-40 anni,2018-01-19T06:00:00Z,380.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2181,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1745.0,41-50 anni,2018-01-19T06:00:00Z,496.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2182,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,1913.0,51-60 anni,2018-01-19T06:00:00Z,513.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2183,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2081.0,>60 anni,2018-01-19T06:00:00Z,959.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2184,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2249.0,Visitatori Intraregionali,2018-01-19T06:00:00Z,286.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2185,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2417.0,Visitatori Extraregionali,2018-01-19T06:00:00Z,201.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2186,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2585.0,Pendolari,2018-01-19T06:00:00Z,103.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2187,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2753.0,Residenti,2018-01-19T06:00:00Z,2254.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2188,"50,7","52,5","50,4","50,7","56,9",19-01-18 05:00,,2921.0,Visitatori Stranieri,2018-01-19T06:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.71,0.003,-0.26666666666666666
2189,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,64.0,Presenze,2018-01-19T07:00:00Z,2955.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2190,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,232.0,Maschi,2018-01-19T07:00:00Z,1563.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2191,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,400.0,Femmine,2018-01-19T07:00:00Z,1392.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2192,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,568.0,Business,2018-01-19T07:00:00Z,508.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2193,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,736.0,Consumer,2018-01-19T07:00:00Z,2447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2194,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,904.0,Italiani,2018-01-19T07:00:00Z,2842.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2195,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1072.0,Stranieri,2018-01-19T07:00:00Z,113.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2196,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1240.0,<18 anni,2018-01-19T07:00:00Z,28.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2197,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1408.0,18-30 anni ,2018-01-19T07:00:00Z,584.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2198,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1576.0,31-40 anni,2018-01-19T07:00:00Z,372.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2199,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1744.0,41-50 anni,2018-01-19T07:00:00Z,512.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2200,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,1912.0,51-60 anni,2018-01-19T07:00:00Z,531.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2201,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2080.0,>60 anni,2018-01-19T07:00:00Z,928.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2202,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2248.0,Visitatori Intraregionali,2018-01-19T07:00:00Z,335.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2203,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2416.0,Visitatori Extraregionali,2018-01-19T07:00:00Z,193.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2204,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2584.0,Pendolari,2018-01-19T07:00:00Z,156.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2205,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2752.0,Residenti,2018-01-19T07:00:00Z,2143.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2206,"55,1","54,6","52,6","54,1","60,1",19-01-18 06:00,,2920.0,Visitatori Stranieri,2018-01-19T07:00:00Z,128.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.6199999999999999,0.003,-0.8666666666666667
2207,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,63.0,Presenze,2018-01-19T08:00:00Z,3049.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2208,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,231.0,Maschi,2018-01-19T08:00:00Z,1599.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2209,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,399.0,Femmine,2018-01-19T08:00:00Z,1449.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2210,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,567.0,Business,2018-01-19T08:00:00Z,501.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2211,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,735.0,Consumer,2018-01-19T08:00:00Z,2548.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2212,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,903.0,Italiani,2018-01-19T08:00:00Z,2943.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2213,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1071.0,Stranieri,2018-01-19T08:00:00Z,106.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2214,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1239.0,<18 anni,2018-01-19T08:00:00Z,29.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2215,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1407.0,18-30 anni ,2018-01-19T08:00:00Z,585.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2216,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1575.0,31-40 anni,2018-01-19T08:00:00Z,369.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2217,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1743.0,41-50 anni,2018-01-19T08:00:00Z,554.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2218,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,1911.0,51-60 anni,2018-01-19T08:00:00Z,592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
2219,"62,5","60,4",,"63,4","63,7",19-01-18 07:00,,2079.0,>60 anni,2018-01-19T08:00:00Z,919.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,0.3900000000000001,0.003,-0.8666666666666667
