,C1,C2,C3,C4,C5,date_hour,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,Holiday,isHoliday,date,hour,day,Log_Avg
901,64.8,58.3,59.1,60.4,64.3,2018-01-16,,1318.0,<18 anni,2018-01-16T01:00:00Z,25.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
902,64.8,58.3,59.1,60.4,64.3,2018-01-16,,1486.0,18-30 anni ,2018-01-16T01:00:00Z,616.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
903,64.8,58.3,59.1,60.4,64.3,2018-01-16,,1654.0,31-40 anni,2018-01-16T01:00:00Z,401.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
904,64.8,58.3,59.1,60.4,64.3,2018-01-16,,1822.0,41-50 anni,2018-01-16T01:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
905,64.8,58.3,59.1,60.4,64.3,2018-01-16,,1990.0,51-60 anni,2018-01-16T01:00:00Z,539.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
906,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2158.0,>60 anni,2018-01-16T01:00:00Z,1029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
907,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2326.0,Visitatori Intraregionali,2018-01-16T01:00:00Z,274.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
908,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2494.0,Visitatori Extraregionali,2018-01-16T01:00:00Z,236.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
909,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2662.0,Pendolari,2018-01-16T01:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
910,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2830.0,Residenti,2018-01-16T01:00:00Z,2320.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
911,64.8,58.3,59.1,60.4,64.3,2018-01-16,,2998.0,Visitatori Stranieri,2018-01-16T01:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.1994471089304
912,64.8,58.3,59.1,60.4,65.2,2018-01-16,,142.0,Presenze,2018-01-16T01:00:00Z,3129.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
913,64.8,58.3,59.1,60.4,65.2,2018-01-16,,310.0,Maschi,2018-01-16T01:00:00Z,1682.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
914,64.8,58.3,59.1,60.4,65.2,2018-01-16,,478.0,Femmine,2018-01-16T01:00:00Z,1447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
915,64.8,58.3,59.1,60.4,65.2,2018-01-16,,646.0,Business,2018-01-16T01:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
916,64.8,58.3,59.1,60.4,65.2,2018-01-16,,814.0,Consumer,2018-01-16T01:00:00Z,2592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
917,64.8,58.3,59.1,60.4,65.2,2018-01-16,,982.0,Italiani,2018-01-16T01:00:00Z,2996.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
918,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1150.0,Stranieri,2018-01-16T01:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
919,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1318.0,<18 anni,2018-01-16T01:00:00Z,25.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
920,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1486.0,18-30 anni ,2018-01-16T01:00:00Z,616.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
921,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1654.0,31-40 anni,2018-01-16T01:00:00Z,401.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
922,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1822.0,41-50 anni,2018-01-16T01:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
923,64.8,58.3,59.1,60.4,65.2,2018-01-16,,1990.0,51-60 anni,2018-01-16T01:00:00Z,539.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
924,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2158.0,>60 anni,2018-01-16T01:00:00Z,1029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
925,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2326.0,Visitatori Intraregionali,2018-01-16T01:00:00Z,274.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
926,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2494.0,Visitatori Extraregionali,2018-01-16T01:00:00Z,236.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
927,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2662.0,Pendolari,2018-01-16T01:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
928,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2830.0,Residenti,2018-01-16T01:00:00Z,2320.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
929,64.8,58.3,59.1,60.4,65.2,2018-01-16,,2998.0,Visitatori Stranieri,2018-01-16T01:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,62.51231940699719
930,71.0,58.3,59.1,60.4,64.8,2018-01-16,,142.0,Presenze,2018-01-16T01:00:00Z,3129.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
931,71.0,58.3,59.1,60.4,64.8,2018-01-16,,310.0,Maschi,2018-01-16T01:00:00Z,1682.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
932,71.0,58.3,59.1,60.4,64.8,2018-01-16,,478.0,Femmine,2018-01-16T01:00:00Z,1447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
933,71.0,58.3,59.1,60.4,64.8,2018-01-16,,646.0,Business,2018-01-16T01:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
934,71.0,58.3,59.1,60.4,64.8,2018-01-16,,814.0,Consumer,2018-01-16T01:00:00Z,2592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
935,71.0,58.3,59.1,60.4,64.8,2018-01-16,,982.0,Italiani,2018-01-16T01:00:00Z,2996.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
936,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1150.0,Stranieri,2018-01-16T01:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
937,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1318.0,<18 anni,2018-01-16T01:00:00Z,25.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
938,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1486.0,18-30 anni ,2018-01-16T01:00:00Z,616.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
939,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1654.0,31-40 anni,2018-01-16T01:00:00Z,401.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
940,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1822.0,41-50 anni,2018-01-16T01:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
941,71.0,58.3,59.1,60.4,64.8,2018-01-16,,1990.0,51-60 anni,2018-01-16T01:00:00Z,539.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
942,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2158.0,>60 anni,2018-01-16T01:00:00Z,1029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
943,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2326.0,Visitatori Intraregionali,2018-01-16T01:00:00Z,274.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
944,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2494.0,Visitatori Extraregionali,2018-01-16T01:00:00Z,236.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
945,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2662.0,Pendolari,2018-01-16T01:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
946,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2830.0,Residenti,2018-01-16T01:00:00Z,2320.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
947,71.0,58.3,59.1,60.4,64.8,2018-01-16,,2998.0,Visitatori Stranieri,2018-01-16T01:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,65.60972448872748
948,62.6,58.3,59.1,60.4,65.3,2018-01-16,,142.0,Presenze,2018-01-16T01:00:00Z,3129.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
949,62.6,58.3,59.1,60.4,65.3,2018-01-16,,310.0,Maschi,2018-01-16T01:00:00Z,1682.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
950,62.6,58.3,59.1,60.4,65.3,2018-01-16,,478.0,Femmine,2018-01-16T01:00:00Z,1447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
951,62.6,58.3,59.1,60.4,65.3,2018-01-16,,646.0,Business,2018-01-16T01:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
952,62.6,58.3,59.1,60.4,65.3,2018-01-16,,814.0,Consumer,2018-01-16T01:00:00Z,2592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
953,62.6,58.3,59.1,60.4,65.3,2018-01-16,,982.0,Italiani,2018-01-16T01:00:00Z,2996.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
954,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1150.0,Stranieri,2018-01-16T01:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
955,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1318.0,<18 anni,2018-01-16T01:00:00Z,25.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
956,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1486.0,18-30 anni ,2018-01-16T01:00:00Z,616.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
957,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1654.0,31-40 anni,2018-01-16T01:00:00Z,401.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
958,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1822.0,41-50 anni,2018-01-16T01:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
959,62.6,58.3,59.1,60.4,65.3,2018-01-16,,1990.0,51-60 anni,2018-01-16T01:00:00Z,539.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
960,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2158.0,>60 anni,2018-01-16T01:00:00Z,1029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
961,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2326.0,Visitatori Intraregionali,2018-01-16T01:00:00Z,274.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
962,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2494.0,Visitatori Extraregionali,2018-01-16T01:00:00Z,236.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
963,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2662.0,Pendolari,2018-01-16T01:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
964,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2830.0,Residenti,2018-01-16T01:00:00Z,2320.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
965,62.6,58.3,59.1,60.4,65.3,2018-01-16,,2998.0,Visitatori Stranieri,2018-01-16T01:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.92764436060595
966,60.8,58.3,59.1,60.4,64.8,2018-01-16,,142.0,Presenze,2018-01-16T01:00:00Z,3129.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
967,60.8,58.3,59.1,60.4,64.8,2018-01-16,,310.0,Maschi,2018-01-16T01:00:00Z,1682.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
968,60.8,58.3,59.1,60.4,64.8,2018-01-16,,478.0,Femmine,2018-01-16T01:00:00Z,1447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
969,60.8,58.3,59.1,60.4,64.8,2018-01-16,,646.0,Business,2018-01-16T01:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
970,60.8,58.3,59.1,60.4,64.8,2018-01-16,,814.0,Consumer,2018-01-16T01:00:00Z,2592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
971,60.8,58.3,59.1,60.4,64.8,2018-01-16,,982.0,Italiani,2018-01-16T01:00:00Z,2996.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
972,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1150.0,Stranieri,2018-01-16T01:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
973,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1318.0,<18 anni,2018-01-16T01:00:00Z,25.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
974,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1486.0,18-30 anni ,2018-01-16T01:00:00Z,616.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
975,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1654.0,31-40 anni,2018-01-16T01:00:00Z,401.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
976,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1822.0,41-50 anni,2018-01-16T01:00:00Z,520.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
977,60.8,58.3,59.1,60.4,64.8,2018-01-16,,1990.0,51-60 anni,2018-01-16T01:00:00Z,539.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
978,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2158.0,>60 anni,2018-01-16T01:00:00Z,1029.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
979,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2326.0,Visitatori Intraregionali,2018-01-16T01:00:00Z,274.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
980,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2494.0,Visitatori Extraregionali,2018-01-16T01:00:00Z,236.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
981,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2662.0,Pendolari,2018-01-16T01:00:00Z,148.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
982,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2830.0,Residenti,2018-01-16T01:00:00Z,2320.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
983,60.8,58.3,59.1,60.4,64.8,2018-01-16,,2998.0,Visitatori Stranieri,2018-01-16T01:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.34024525606453
984,60.9,58.3,59.1,60.4,64.5,2018-01-16,,142.0,Presenze,2018-01-16T01:00:00Z,3129.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
985,60.9,58.3,59.1,60.4,64.5,2018-01-16,,310.0,Maschi,2018-01-16T01:00:00Z,1682.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
986,60.9,58.3,59.1,60.4,64.5,2018-01-16,,478.0,Femmine,2018-01-16T01:00:00Z,1447.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
987,60.9,58.3,59.1,60.4,64.5,2018-01-16,,646.0,Business,2018-01-16T01:00:00Z,537.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
988,60.9,58.3,59.1,60.4,64.5,2018-01-16,,814.0,Consumer,2018-01-16T01:00:00Z,2592.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
989,60.9,58.3,59.1,60.4,64.5,2018-01-16,,982.0,Italiani,2018-01-16T01:00:00Z,2996.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
990,60.9,58.3,59.1,60.4,64.5,2018-01-16,,1150.0,Stranieri,2018-01-16T01:00:00Z,133.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,1.9399999999999973,0.11666666666666665,0.0016666666666666668,3.4,,0,2018-01-16,0,16,61.22808303347703
