,Ora,C1,C2,C3,C4,C5,date_hour,day,Log_Avg,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,is_match,count_close,count_open,final_date,count_complaint,date,Day,Holiday,isHoliday
3444,12,61.1,61.5,63.3,61.9,65.1,2018-01-25 12:00:00,3,62.84363153449458,,,,,,,,,5.939999999999998,,-0.002,8.333333333333334,0.0,,90.0,25-01-18 12:00,0.0,25-01-18,,,0
3445,13,60.3,61.6,61.1,62.8,64.0,2018-01-25 13:00:00,3,62.160368238358316,,,,,,,,,6.07000000000005,,-0.002,8.1,0.0,,,25-01-18 13:00,0.0,25-01-18,,,0
3446,14,60.5,61.9,62.2,61.7,65.1,2018-01-25 14:00:00,3,62.574609862532014,,,,,,,,,6.2900000000000205,,-0.003,8.1,0.0,36.0,,25-01-18 14:00,1.0,25-01-18,,,0
3447,15,68.6,61.8,61.4,63.2,65.0,2018-01-25 15:00:00,3,64.8826519826485,,,,,,,,,5.850000000000023,,0.0,7.566666666666666,0.0,54.0,,25-01-18 15:00,0.0,25-01-18,,,0
3448,16,62.4,62.6,61.6,63.1,67.0,2018-01-25 16:00:00,3,63.82253109866124,,,,,,,,,5.580000000000041,,0.0,6.933333333333333,0.0,,,25-01-18 16:00,0.0,25-01-18,,,0
3449,17,62.1,61.5,60.3,62.4,64.6,2018-01-25 17:00:00,3,62.41929769486305,,,,,,,,,4.5200000000000395,,0.0,6.333333333333332,0.0,,12.0,25-01-18 17:00,0.0,25-01-18,,,0
3450,18,61.3,61.2,64.7,62.8,64.5,2018-01-25 18:00:00,3,63.15645971993348,,,,,,,,,4.170000000000016,,0.0,6.033333333333334,0.0,6.0,24.0,25-01-18 18:00,0.0,25-01-18,,,0
3451,19,61.2,61.0,62.4,62.6,64.4,2018-01-25 19:00:00,3,62.498786288153134,,,,,,,,,3.850000000000023,,0.0,5.599999999999999,0.0,6.0,108.0,25-01-18 19:00,0.0,25-01-18,,,0
3452,20,60.1,59.4,61.1,62.1,63.3,2018-01-25 20:00:00,3,61.42532016517785,,,,,,,,,3.490000000000009,,0.0,5.666666666666668,0.0,,12.0,25-01-18 20:00,0.0,25-01-18,,,0
3453,21,58.9,58.9,56.8,62.1,61.6,2018-01-25 21:00:00,3,60.08461702883668,,,,,,,,,3.990000000000009,,0.0,5.666666666666668,0.0,6.0,,25-01-18 21:00,0.0,25-01-18,,,0
3454,22,58.0,57.7,60.5,59.4,61.3,2018-01-25 22:00:00,3,59.60161088592492,,,,,,,,,4.07000000000005,,0.0,5.466666666666666,0.0,18.0,6.0,25-01-18 22:00,0.0,25-01-18,,,0
3455,23,58.6,57.6,61.6,60.3,61.1,2018-01-25 23:00:00,3,60.090329327775585,,,,,,,,,3.7000000000000455,,0.0,5.066666666666666,0.0,78.0,,25-01-18 23:00,0.0,25-01-18,,,0
3456,0,57.3,57.2,61.9,59.2,60.0,2018-01-26 00:00:00,4,59.48649576803437,,,,,,,,,3.620000000000005,,0.0,5.0,0.0,66.0,,26-01-18 00:00,0.0,26-01-18,,,0
3457,1,57.7,53.7,59.5,56.4,56.1,2018-01-26 01:00:00,4,57.090007481572,,,,,,,,,3.2700000000000387,,0.0,4.9,0.0,12.0,,26-01-18 01:00,0.0,26-01-18,,,0
3458,2,52.6,51.4,57.0,52.8,53.3,2018-01-26 02:00:00,4,53.8935678699882,,,,,,,,,3.2100000000000364,,0.0,4.766666666666667,0.0,12.0,,26-01-18 02:00,0.0,26-01-18,,,0
3459,3,51.1,51.0,48.1,56.9,50.5,2018-01-26 03:00:00,4,52.65413900259531,,,,,,,,,3.080000000000041,,0.0,4.566666666666666,0.0,6.0,,26-01-18 03:00,0.0,26-01-18,,,0
3460,4,52.1,52.2,49.3,50.3,58.9,2018-01-26 04:00:00,4,54.1385361461471,,,,,,,,,3.0900000000000314,,0.02,4.4,0.0,6.0,,26-01-18 04:00,0.0,26-01-18,,,0
3461,5,52.4,51.6,50.2,52.1,56.7,2018-01-26 05:00:00,4,53.23439009083061,,,,,,,,,3.0300000000000296,,0.0,4.3,0.0,,,26-01-18 05:00,0.0,26-01-18,,,0
3462,6,56.5,54.9,54.5,57.7,61.6,2018-01-26 06:00:00,4,57.88427859480922,,,,,,,,,3.1200000000000045,,0.0,4.4,0.0,,6.0,26-01-18 06:00,0.0,26-01-18,,,0
3463,7,64.5,59.3,66.5,61.1,64.6,2018-01-26 07:00:00,4,63.91239992920839,,,,,,,,,3.0900000000000314,,0.0,4.433333333333334,0.0,,30.0,26-01-18 07:00,0.0,26-01-18,,,0
3464,8,64.0,63.5,62.1,66.9,66.7,2018-01-26 08:00:00,4,65.03724166212743,,,,,,,,,3.050000000000012,,0.02,4.566666666666666,0.0,,12.0,26-01-18 08:00,0.0,26-01-18,,,0
3465,9,69.5,63.1,63.7,64.4,67.2,2018-01-26 09:00:00,4,66.29425491281509,,,,,,,,,3.5,,0.02,4.7,0.0,,,26-01-18 09:00,0.0,26-01-18,,,0
3466,10,64.0,62.9,62.0,63.2,67.3,2018-01-26 10:00:00,4,64.31564404264722,,,,,,,,,4.03000000000003,,0.02,5.1,0.0,,,26-01-18 10:00,0.0,26-01-18,,,0
3467,11,62.8,63.1,63.7,64.1,67.7,2018-01-26 11:00:00,4,64.6982966580279,,,,,,,,,4.6200000000000045,,0.083,5.433333333333334,0.0,,6.0,26-01-18 11:00,0.0,26-01-18,,,0
3468,12,62.9,63.2,62.0,64.5,68.3,2018-01-26 12:00:00,4,64.82966335812138,,,,,,,,,4.490000000000009,,0.081,5.7,0.0,,90.0,26-01-18 12:00,0.0,26-01-18,,,0
3469,13,63.0,63.5,60.3,64.2,68.3,2018-01-26 13:00:00,4,64.68246884640942,,,,,,,,,4.490000000000009,,0.043,5.866666666666667,0.0,,,26-01-18 13:00,0.0,26-01-18,,,0
3470,14,63.1,63.8,60.8,64.6,68.6,2018-01-26 14:00:00,4,64.98895461915606,,,,,,,,,4.25,,0.06300000000000001,5.566666666666666,0.0,36.0,,26-01-18 14:00,0.0,26-01-18,,,0
3471,15,62.3,64.5,60.9,65.6,68.4,2018-01-26 15:00:00,4,65.13110628195132,,,,,,,,,4.28000000000003,,0.083,5.400000000000001,0.0,54.0,,26-01-18 15:00,0.0,26-01-18,,,0
3472,16,63.6,69.0,60.4,67.2,68.4,2018-01-26 16:00:00,4,66.7204264372988,,,,,,,,,4.07000000000005,,0.103,5.400000000000001,0.0,,,26-01-18 16:00,0.0,26-01-18,,,0
3473,17,63.4,64.4,60.0,65.1,68.9,2018-01-26 17:00:00,4,65.29953606763578,,,,,,,,,3.8400000000000314,,0.043,5.400000000000001,0.0,,12.0,26-01-18 17:00,0.0,26-01-18,,,0
3474,18,64.2,64.4,64.2,65.6,70.8,2018-01-26 18:00:00,4,66.75195034959769,,,,,,,,,3.82000000000005,,0.203,5.333333333333333,0.0,6.0,24.0,26-01-18 18:00,0.0,26-01-18,,,0
3475,19,63.9,65.0,61.5,66.1,71.0,2018-01-26 19:00:00,4,66.75642370027451,,,,,,,,,3.82000000000005,,0.22400000000000006,5.266666666666667,0.0,6.0,108.0,26-01-18 19:00,0.0,26-01-18,,,0
3476,20,65.0,65.1,60.3,67.1,70.8,2018-01-26 20:00:00,4,66.92335537768312,,,,,,,,,3.7800000000000296,,0.3860000000000001,5.1,0.0,,12.0,26-01-18 20:00,0.0,26-01-18,,,0
3477,21,63.4,63.4,64.9,65.5,68.9,2018-01-26 21:00:00,4,65.74642873354234,,,,,,,,,3.629999999999996,,0.226,5.333333333333333,0.0,6.0,,26-01-18 21:00,0.0,26-01-18,,,0
3478,22,62.5,63.4,66.8,64.0,67.6,2018-01-26 22:00:00,4,65.3195453499802,,,,,,,,,3.490000000000009,,0.264,5.1000000000000005,0.0,12.0,6.0,26-01-18 22:00,0.0,26-01-18,,,0
3479,23,64.7,63.6,69.7,63.4,67.8,2018-01-26 23:00:00,4,66.58735775205065,,,,,,,,,3.25,,0.12300000000000001,4.966666666666667,0.0,72.0,,26-01-18 23:00,0.0,26-01-18,,,0
3480,0,63.5,65.7,65.7,64.1,67.5,2018-01-27 00:00:00,5,65.52990101343164,,,,,,,,,3.490000000000009,,0.26833333333333337,4.7,1.0,66.0,,27-01-18 00:00,0.0,27-01-18,,,0
3481,1,61.7,63.2,65.8,63.0,65.4,2018-01-27 01:00:00,5,64.09355797351924,,,,,,,,,3.57000000000005,,0.06300000000000001,4.7,0.0,18.0,,27-01-18 01:00,0.0,27-01-18,,,0
3482,2,64.3,60.1,65.9,61.4,61.8,2018-01-27 02:00:00,5,63.22187228520988,,,,,,,,,3.57000000000005,,0.004,4.966666666666667,0.0,6.0,,27-01-18 02:00,0.0,27-01-18,,,0
3483,3,59.8,58.1,61.5,57.4,59.8,2018-01-27 03:00:00,5,59.55949096698062,,,,,,,,,3.6899999999999977,,0.046000000000000006,5.166666666666667,0.0,18.0,,27-01-18 03:00,0.0,27-01-18,,,0
3484,4,55.6,57.5,55.2,57.6,60.8,2018-01-27 04:00:00,5,57.83082053809197,,,,,,,,,3.650000000000034,,0.025,5.466666666666666,0.0,6.0,,27-01-18 04:00,0.0,27-01-18,,,0
3485,5,53.2,54.4,53.5,54.5,60.1,2018-01-27 05:00:00,5,56.04950543639987,,,,,,,,,3.6100000000000136,,0.024,5.533333333333334,0.0,,,27-01-18 05:00,0.0,27-01-18,,,0
3486,6,54.9,54.5,47.7,62.4,61.5,2018-01-27 06:00:00,5,58.80823943827605,,,,,,,,,3.990000000000009,,0.003,5.599999999999999,0.0,,6.0,27-01-18 06:00,0.0,27-01-18,,,0
3487,7,66.4,67.2,66.0,64.7,63.4,2018-01-27 07:00:00,5,65.7364371532302,,,,,,,,,3.6400000000000428,,0.003,5.599999999999999,0.0,,18.0,27-01-18 07:00,0.0,27-01-18,,,0
3488,8,65.7,69.9,62.2,69.3,66.7,2018-01-27 08:00:00,5,67.53369201662393,,,,,,,,,3.9399999999999977,,0.003,5.900000000000001,0.0,,18.0,27-01-18 08:00,0.0,27-01-18,,,0
3489,9,64.3,68.5,64.4,67.3,66.1,2018-01-27 09:00:00,5,66.42847047135105,,,,,,,,,4.57000000000005,,0.043,6.033333333333334,0.0,,6.0,27-01-18 09:00,0.0,27-01-18,,,0
3490,10,62.8,66.9,62.6,65.4,65.8,2018-01-27 10:00:00,5,65.02214352020363,,,,,,,,,5.680000000000009,,0.003,6.7,0.0,,,27-01-18 10:00,0.0,27-01-18,,,0
3491,11,62.0,61.0,63.3,62.0,64.6,2018-01-27 11:00:00,5,62.76494220603642,,,,,,,,,7.620000000000003,,0.002,7.166666666666668,0.0,,6.0,27-01-18 11:00,0.0,27-01-18,,,0
3492,12,61.8,61.7,61.7,65.8,65.1,2018-01-27 12:00:00,5,63.620905491541976,,,,,,,,,8.939999999999998,,0.0,8.633333333333333,0.0,,72.0,27-01-18 12:00,0.0,27-01-18,,,0
3493,13,61.0,60.9,60.8,61.7,63.9,2018-01-27 13:00:00,5,61.83285558939617,,,,,,,,,10.730000000000018,,-0.001,10.2,0.0,,,27-01-18 13:00,0.0,27-01-18,,,0
3494,14,60.9,60.6,60.1,60.9,64.3,2018-01-27 14:00:00,5,61.65749805874488,,,,,,,,,11.370000000000005,,-0.005,11.666666666666664,0.0,24.0,,27-01-18 14:00,0.0,27-01-18,,,0
3495,15,61.1,61.3,60.3,61.2,64.0,2018-01-27 15:00:00,5,61.783365329109316,,,,,,,,,11.280000000000028,,-0.003,12.966666666666667,0.0,48.0,,27-01-18 15:00,0.0,27-01-18,,,0
3496,16,61.9,60.7,59.8,62.2,63.9,2018-01-27 16:00:00,5,61.927348158503904,,,,,,,,,10.610000000000014,,0.001,10.733333333333334,0.0,,6.0,27-01-18 16:00,0.0,27-01-18,,,0
3497,17,63.3,61.6,60.0,62.1,64.6,2018-01-27 17:00:00,5,62.59557732076033,,,,,,,,,7.730000000000018,,0.003,9.666666666666666,0.0,,6.0,27-01-18 17:00,0.0,27-01-18,,,0
3498,18,62.7,66.2,64.7,64.2,63.8,2018-01-27 18:00:00,5,64.47501952801548,,,,,,,,,6.350000000000023,,0.003,8.700000000000001,0.0,6.0,24.0,27-01-18 18:00,0.0,27-01-18,,,0
3499,19,63.4,61.2,61.9,62.6,63.7,2018-01-27 19:00:00,5,62.6570272373383,,,,,,,,,5.7000000000000455,,0.003,7.666666666666668,0.0,,102.0,27-01-18 19:00,0.0,27-01-18,,,0
3500,20,62.3,61.2,60.8,63.3,62.9,2018-01-27 20:00:00,5,62.204518041169614,,,,,,,,,5.360000000000014,,0.003,7.566666666666666,0.0,,12.0,27-01-18 20:00,0.0,27-01-18,,,0
3501,21,61.6,60.3,66.7,62.1,63.3,2018-01-27 21:00:00,5,63.40606010097905,,,,,,,,,4.680000000000007,,0.003,6.866666666666667,0.0,6.0,,27-01-18 21:00,0.0,27-01-18,,,0
3502,22,66.8,60.2,71.3,62.0,61.8,2018-01-27 22:00:00,5,66.51694905958736,,,,,,,,,4.28000000000003,,0.003,4.733333333333333,0.0,12.0,6.0,27-01-18 22:00,0.0,27-01-18,,,0
3503,23,71.2,62.7,78.1,65.4,63.3,2018-01-27 23:00:00,5,72.31548123446416,,,,,,,,,3.32000000000005,,0.003,3.8333333333333335,0.0,66.0,,27-01-18 23:00,0.0,27-01-18,,,0
3504,0,71.7,64.0,77.5,66.4,63.3,2018-01-28 00:00:00,6,72.04338286941983,,,,,,,,,3.0200000000000387,,0.0016666666666666668,3.7,0.0,72.0,,28-01-18 00:00,0.0,28-01-18,,,0
3505,1,68.6,61.0,73.9,64.7,63.4,2018-01-28 01:00:00,6,68.82972205578683,,,,,,,,,3.580000000000041,,0.006,3.533333333333333,0.0,12.0,,28-01-18 01:00,0.0,28-01-18,,,0
3506,2,68.4,59.2,72.9,66.6,61.4,2018-01-28 02:00:00,6,68.22165275263704,,,,,,,,,3.4300000000000064,,0.003,4.033333333333334,0.0,6.0,,28-01-18 02:00,0.0,28-01-18,,,0
3507,3,65.6,59.0,73.0,60.3,59.1,2018-01-28 03:00:00,6,67.20359144615864,,,,,,,,,2.7200000000000277,,0.003,3.3000000000000003,0.0,18.0,,28-01-18 03:00,0.0,28-01-18,,,0
3508,4,56.7,53.8,54.2,43.7,57.3,2018-01-28 04:00:00,6,54.86039031334863,,,,,,,,,2.2900000000000205,,0.003,2.2666666666666666,0.0,12.0,,28-01-18 04:00,0.0,28-01-18,,,0
3509,5,51.4,54.7,50.8,52.2,56.5,2018-01-28 05:00:00,6,53.67739003103032,,,,,,,,,1.4399999999999975,,0.003,1.8,0.0,,,28-01-18 05:00,0.0,28-01-18,,,0
3510,6,62.4,51.1,48.4,53.7,57.0,2018-01-28 06:00:00,6,57.277720055324075,,,,,,,,,1.8700000000000043,,0.003,1.4666666666666668,0.0,,6.0,28-01-18 06:00,0.0,28-01-18,,,0
3511,7,67.3,51.7,67.8,57.6,58.7,2018-01-28 07:00:00,6,64.10290376778315,,,,,,,,,0.8400000000000318,,0.003,1.1,0.0,,18.0,28-01-18 07:00,0.0,28-01-18,,,0
3512,8,64.2,58.6,65.9,68.3,58.7,2018-01-28 08:00:00,6,64.69742375178018,,,,,,,,,0.5,,0.003,0.9,0.0,,18.0,28-01-18 08:00,0.0,28-01-18,,,0
3513,9,71.0,59.3,64.6,58.6,61.0,2018-01-28 09:00:00,6,65.63665799990693,,,,,,,,,4.7800000000000304,,0.003,2.833333333333333,0.0,,,28-01-18 09:00,0.0,28-01-18,,,0
3514,10,59.8,58.8,65.0,58.1,62.5,2018-01-28 10:00:00,6,61.64339854139272,,,,,,,,,7.180000000000009,,0.003,5.066666666666666,0.0,,6.0,28-01-18 10:00,0.0,28-01-18,,,0
3515,11,63.0,58.4,65.2,60.3,64.0,2018-01-28 11:00:00,6,62.82477561305325,,,,,,,,,9.120000000000003,,0.002,7.7666666666666675,0.0,,6.0,28-01-18 11:00,0.0,28-01-18,,,0
3516,12,61.2,58.9,65.3,60.9,63.8,2018-01-28 12:00:00,6,62.606459519062945,,,,,,,,,10.439999999999998,,0.0,10.233333333333333,0.0,,84.0,28-01-18 12:00,0.0,28-01-18,,,0
3517,13,59.7,60.0,61.1,62.8,63.3,2018-01-28 13:00:00,6,61.622612300809045,,,,,,,,,11.220000000000026,,-0.006,12.0,0.0,6.0,,28-01-18 13:00,0.0,28-01-18,,,0
3518,14,58.8,57.9,60.7,60.7,62.6,2018-01-28 14:00:00,6,60.44905585244729,,,,,,,,,11.900000000000036,,-0.004,13.2,0.0,18.0,,28-01-18 14:00,0.0,28-01-18,,,0
3519,15,60.0,58.2,60.1,60.5,63.4,2018-01-28 15:00:00,6,60.78729817075625,,,,,,,,,11.850000000000026,,-0.004,13.8,0.0,60.0,,28-01-18 15:00,0.0,28-01-18,,,0
3520,16,59.4,58.1,59.3,59.7,63.2,2018-01-28 16:00:00,6,60.32643439102219,,,,,,,,,11.080000000000037,,0.0,12.733333333333334,0.0,,12.0,28-01-18 16:00,0.0,28-01-18,,,0
3521,17,61.5,60.1,58.9,61.7,68.7,2018-01-28 17:00:00,6,63.839692603813546,,,,,,,,,8.53000000000003,,0.001,9.266666666666667,0.0,,,28-01-18 17:00,0.0,28-01-18,,,0
3522,18,59.5,60.6,64.5,61.2,63.7,2018-01-28 18:00:00,6,62.31483508263715,,,,,,,,,4.900000000000034,,0.003,6.3,0.0,6.0,24.0,28-01-18 18:00,0.0,28-01-18,,,0
3523,19,60.1,59.6,61.2,60.5,65.8,2018-01-28 19:00:00,6,62.13649113876845,,,,,,,,,2.8500000000000227,,0.003,5.033333333333334,0.0,,96.0,28-01-18 19:00,0.0,28-01-18,,,0
3524,20,60.7,58.5,59.7,61.0,62.0,2018-01-28 20:00:00,6,60.53840000195982,,,,,,,,,3.5900000000000314,,0.003,4.033333333333334,0.0,,,28-01-18 20:00,0.0,28-01-18,,,0
3525,21,59.2,57.2,56.1,59.8,61.5,2018-01-28 21:00:00,6,59.171358227671085,,,,,,,,,4.210000000000036,,0.003,2.7999999999999994,0.0,6.0,,28-01-18 21:00,0.0,28-01-18,,,0
3526,22,59.9,57.1,61.4,59.8,60.6,2018-01-28 22:00:00,6,59.9770338902469,,,,,,,,,5.010000000000048,,0.003,2.1333333333333333,0.0,6.0,,28-01-18 22:00,0.0,28-01-18,,,0
3527,23,56.7,56.3,60.4,57.5,60.9,2018-01-28 23:00:00,6,58.78912594057563,,,,,,,,,5.410000000000025,,0.003,1.6000000000000003,0.0,78.0,,28-01-18 23:00,0.0,28-01-18,,,0
3528,0,58.4,53.9,59.3,58.2,58.6,2018-01-29 00:00:00,0,58.02577983137877,,,,,,,,,5.410000000000025,,0.0016666666666666668,0.9,0.0,66.0,,29-01-18 00:00,0.0,29-01-18,,,0
3529,1,51.1,51.6,53.2,54.1,54.9,2018-01-29 01:00:00,0,53.21543613888675,,,,,,,,,3.330000000000041,,0.003,1.2,0.0,6.0,,29-01-18 01:00,0.0,29-01-18,,,0
3530,2,48.6,51.5,50.9,54.0,54.6,2018-01-29 02:00:00,0,52.43690747303155,,,,,,,,,5.07000000000005,,0.003,1.1333333333333333,0.0,12.0,,29-01-18 02:00,0.0,29-01-18,,,0
3531,3,49.0,47.3,47.5,51.6,53.5,2018-01-29 03:00:00,0,50.4749778167347,,,,,,,,,2.3600000000000136,,0.003,1.0333333333333334,0.0,6.0,,29-01-18 03:00,0.0,29-01-18,,,0
3532,4,49.3,47.0,49.0,51.6,52.1,2018-01-29 04:00:00,0,50.1819297411859,,,,,,,,,1.7400000000000089,,0.003,1.0333333333333334,0.0,,,29-01-18 04:00,0.0,29-01-18,,,0
3533,5,49.6,50.5,49.2,52.4,54.5,2018-01-29 05:00:00,0,51.715495895883166,,,,,,,,,1.3799999999999957,,0.003,0.7666666666666666,0.0,,,29-01-18 05:00,0.0,29-01-18,,,0
3534,6,56.2,52.0,49.4,55.5,60.3,2018-01-29 06:00:00,0,56.20924308788692,,,,,,,,,1.3000000000000114,,0.003,1.0666666666666669,0.0,,6.0,29-01-18 06:00,0.0,29-01-18,,,0
3535,7,67.1,64.2,66.3,66.3,64.7,2018-01-29 07:00:00,0,65.85273015851291,,,,,,,,,0.5900000000000318,,0.023,0.5666666666666667,0.0,,18.0,29-01-18 07:00,0.0,29-01-18,,,0
3536,8,62.7,63.0,63.4,68.2,65.2,2018-01-29 08:00:00,0,65.04154215611736,,,,,,,,,2.5300000000000296,,0.003,0.1,0.0,,12.0,29-01-18 08:00,0.0,29-01-18,,,0
3537,9,66.4,64.0,64.7,63.6,65.5,2018-01-29 09:00:00,0,64.96022922289475,,,,,,,,,3.770000000000039,,0.0,2.1,0.0,,,29-01-18 09:00,1.0,29-01-18,,,0
3538,10,60.6,61.7,64.8,63.9,64.9,2018-01-29 10:00:00,0,63.49946159376551,,,,,,,,,6.600000000000023,,0.003,4.166666666666667,0.0,,,29-01-18 10:00,1.0,29-01-18,,,0
3539,11,61.5,63.3,66.1,63.9,66.0,2018-01-29 11:00:00,0,64.49017881129787,,,,,,,,,8.580000000000041,,0.0,6.5,0.0,,6.0,29-01-18 11:00,0.0,29-01-18,,,0
3540,12,61.8,60.7,63.8,63.1,64.9,2018-01-29 12:00:00,0,63.10452210914014,,,,,,,,,9.960000000000036,,-0.001,9.6,0.0,,72.0,29-01-18 12:00,0.0,29-01-18,,,0
3541,13,60.6,62.3,60.7,62.7,71.1,2018-01-29 13:00:00,0,65.74398872267842,,,,,,,,,11.300000000000011,,-0.003,11.566666666666668,0.0,,,29-01-18 13:00,0.0,29-01-18,,,0
3542,14,62.1,60.4,61.5,61.6,69.2,2018-01-29 14:00:00,0,64.43854268194177,,,,,,,,,11.910000000000027,,-0.003,13.233333333333334,0.0,24.0,,29-01-18 14:00,0.0,29-01-18,,,0
3543,15,60.1,60.7,61.7,62.4,65.9,2018-01-29 15:00:00,0,62.697720993148984,,,,,,,,,12.100000000000026,,-0.003,14.6,0.0,48.0,,29-01-18 15:00,0.0,29-01-18,,,0
3544,16,61.5,61.7,60.9,62.6,65.3,2018-01-29 16:00:00,0,62.709142984019756,,,,,,,,,11.430000000000007,,-0.002,13.0,0.0,,,29-01-18 16:00,0.0,29-01-18,,,0
3545,17,61.0,62.3,61.1,63.2,65.0,2018-01-29 17:00:00,0,62.7861608644116,,,,,,,,,9.140000000000043,,0.003,10.5,0.0,,6.0,29-01-18 17:00,0.0,29-01-18,,,0
3546,18,62.0,62.0,64.0,63.2,65.0,2018-01-29 18:00:00,0,63.39779139712085,,,,,,,,,6.230000000000018,,0.005,7.666666666666668,0.0,6.0,18.0,29-01-18 18:00,0.0,29-01-18,,,0
3547,19,60.8,60.9,61.2,62.0,64.5,2018-01-29 19:00:00,0,62.124042216330025,,,,,,,,,5.410000000000025,,0.003,6.3,0.0,6.0,84.0,29-01-18 19:00,0.0,29-01-18,,,0
3548,20,60.4,58.3,59.4,61.0,63.8,2018-01-29 20:00:00,0,61.004589868906166,,,,,,,,,4.07000000000005,,0.002,5.666666666666668,0.0,,6.0,29-01-18 20:00,0.0,29-01-18,,,0
3549,21,59.3,58.4,57.2,59.3,61.2,2018-01-29 21:00:00,0,59.2810601211868,,,,,,,,,2.680000000000007,,0.0,4.1000000000000005,0.0,6.0,,29-01-18 21:00,0.0,29-01-18,,,0
3550,22,57.5,56.8,59.0,58.1,60.5,2018-01-29 22:00:00,0,58.576909231893445,,,,,,,,,1.9200000000000157,,0.0,3.8666666666666663,0.0,6.0,6.0,29-01-18 22:00,0.0,29-01-18,,,0
3551,23,57.7,57.3,60.9,58.8,60.4,2018-01-29 23:00:00,0,59.25435862613207,,,,,,,,,1.910000000000025,,0.0,3.6666666666666665,0.0,66.0,,29-01-18 23:00,0.0,29-01-18,,,0
3552,0,54.0,56.8,52.3,57.9,57.8,2018-01-30 00:00:00,1,56.271194861666096,,,,,,,,,1.2300000000000182,,0.0,3.7,0.0,48.0,,30-01-18 00:00,0.0,30-01-18,,,0
3553,1,49.9,52.9,50.1,54.2,53.6,2018-01-30 01:00:00,1,52.490275644899675,,,,,,,,,1.6100000000000136,,0.001,3.3000000000000003,0.0,6.0,,30-01-18 01:00,0.0,30-01-18,,,0
3554,2,49.7,52.5,51.0,52.8,51.2,2018-01-30 02:00:00,1,51.580110889197854,,,,,,,,,0.910000000000025,,0.001,2.433333333333333,0.0,6.0,,30-01-18 02:00,0.0,30-01-18,,,0
3555,3,43.3,48.0,44.9,51.6,48.6,2018-01-30 03:00:00,1,48.226464328766966,,,,,,,,,1.25,,0.002,1.8666666666666665,0.0,6.0,,30-01-18 03:00,0.0,30-01-18,,,0
3556,4,46.2,45.8,46.2,48.5,50.4,2018-01-30 04:00:00,1,47.807999021382216,,,,,,,,,0.5600000000000023,,0.003,1.5666666666666669,0.0,6.0,,30-01-18 04:00,0.0,30-01-18,,,0
3557,5,48.3,52.2,50.0,53.1,57.2,2018-01-30 05:00:00,1,53.27378653156127,,,,,,,,,1.0200000000000389,,0.003,1.0,0.0,,,30-01-18 05:00,0.0,30-01-18,,,0
3558,6,56.7,55.6,56.6,56.3,60.1,2018-01-30 06:00:00,1,57.38427574068765,,,,,,,,,0.9000000000000341,,0.003,1.7000000000000002,0.0,,6.0,30-01-18 06:00,0.0,30-01-18,,,0
3559,7,65.0,63.7,64.1,66.1,64.3,2018-01-30 07:00:00,1,64.7252944086896,,,,,,,,,-0.18999999999999773,,0.003,0.8666666666666667,0.0,,30.0,30-01-18 07:00,0.0,30-01-18,,,0
3560,8,65.0,63.5,63.6,66.9,65.5,2018-01-30 08:00:00,1,65.08874016028128,,,,,,,,,1.3400000000000318,,0.003,0.43333333333333335,0.0,,12.0,30-01-18 08:00,0.0,30-01-18,,,0
3561,9,66.6,62.4,61.8,62.5,67.5,2018-01-30 09:00:00,1,64.83556963336079,,,,,,,,,4.260000000000049,,0.002,2.566666666666667,0.0,,,30-01-18 09:00,0.0,30-01-18,,,0
3562,10,64.2,60.8,63.6,63.3,67.1,2018-01-30 10:00:00,1,64.2780979453558,,,,,,,,,6.2700000000000395,,0.002,4.566666666666666,0.0,,,30-01-18 10:00,2.0,30-01-18,,,0
3563,11,64.0,63.9,64.6,64.0,67.2,2018-01-30 11:00:00,1,64.94449254274913,,,,,,,,,7.740000000000008,,0.0,6.833333333333332,0.0,,6.0,30-01-18 11:00,1.0,30-01-18,,,0
3564,12,61.5,64.1,63.5,64.5,66.5,2018-01-30 12:00:00,1,64.31584822289469,,,,,,,,,9.660000000000023,,-0.003,9.1,0.0,,84.0,30-01-18 12:00,0.0,30-01-18,,,0
3565,13,60.1,61.0,59.9,62.0,67.1,2018-01-30 13:00:00,1,62.998541885423194,,,,,,,,,10.680000000000009,,-0.003,11.7,0.0,,,30-01-18 13:00,0.0,30-01-18,,,0
3566,14,61.2,61.6,61.4,62.8,66.3,2018-01-30 14:00:00,1,63.14513403041474,,,,,,,,,11.360000000000017,,-0.005,13.6,0.0,36.0,,30-01-18 14:00,0.0,30-01-18,,,0
3567,15,60.8,61.7,60.5,62.8,66.1,2018-01-30 15:00:00,1,62.91486723340001,,,,,,,,,11.220000000000026,,-0.001,13.2,0.0,48.0,,30-01-18 15:00,1.0,30-01-18,,,0
3568,16,61.7,62.8,61.2,63.0,66.4,2018-01-30 16:00:00,1,63.44912583966586,,,,,,,,,10.520000000000039,,0.0,12.300000000000002,0.0,,,30-01-18 16:00,0.0,30-01-18,,,0
3569,17,62.5,62.1,60.2,63.9,65.1,2018-01-30 17:00:00,1,63.069764368187656,,,,,,,,,8.129999999999995,,0.001,10.133333333333333,0.0,,12.0,30-01-18 17:00,0.0,30-01-18,,,0
