,Sottocategoria Criminologica,Data
476,Disturbi da locali,2018-04-19
477,Disturbi da locali,2018-04-20
478,Disturbi da locali,2018-04-20
479,Disturbi da locali,2018-04-21
480,Disturbi da locali,2018-04-22
481,Disturbi da locali,2018-04-24
482,Disturbi da locali,2018-04-25
483,Disturbi da locali,2018-04-26
484,Disturbi da locali,2018-04-26
485,Disturbi da locali,2018-04-27
486,Disturbi da locali,2018-04-27
487,Disturbi da locali,2018-04-30
488,Disturbi da locali,2018-05-02
489,Disturbi da locali,2018-05-03
490,Disturbi da locali,2018-05-04
491,Disturbi da locali,2018-05-04
492,Disturbi da locali,2018-05-07
493,Disturbi da locali,2018-05-07
494,Disturbi da locali,2018-05-09
495,Disturbi da locali,2018-05-09
496,Disturbi da locali,2018-05-10
497,Disturbi da locali,2018-05-10
498,Disturbi da locali,2018-05-10
499,Disturbi da locali,2018-05-14
500,Disturbi da locali,2018-05-16
501,Disturbi da locali,2018-05-16
502,Disturbi da locali,2018-05-19
503,Disturbi da locali,2018-05-19
504,Disturbi da locali,2018-05-19
505,Disturbi da locali,2018-05-21
506,Disturbi da locali,2018-05-21
507,Disturbi da locali,2018-05-21
508,Disturbi da locali,2018-05-22
509,Disturbi da locali,2018-05-24
510,Disturbi da locali,2018-05-24
511,Disturbi da locali,2018-05-29
512,Disturbi da locali,2018-05-29
513,Disturbi da locali,2018-05-31
514,Disturbi da locali,2018-06-06
515,Disturbi da locali,2018-06-07
516,Disturbi da locali,2018-06-07
517,Disturbi da locali,2018-06-08
518,Disturbi da locali,2018-06-11
519,Disturbi da locali,2018-06-11
520,Disturbi da locali,2018-06-11
521,Disturbi da locali,2018-06-11
522,Disturbi da locali,2018-06-11
523,Disturbi da locali,2018-06-13
524,Disturbi da locali,2018-06-17
525,Disturbi da locali,2018-06-18
526,Disturbi da locali,2018-06-19
527,Disturbi da locali,2018-06-19
528,Disturbi da locali,2018-06-19
529,Disturbi da locali,2018-06-20
530,Disturbi da locali,2018-06-20
531,Disturbi da locali,2018-06-21
532,Disturbi da locali,2018-06-21
533,Disturbi da locali,2018-06-23
534,Disturbi da locali,2018-06-23
535,Disturbi da locali,2018-06-25
536,Rumori molesti,2018-01-02
537,Rumori molesti,2018-01-12
538,Rumori molesti,2018-01-15
539,Rumori molesti,2018-01-15
540,Rumori molesti,2018-01-17
541,Rumori molesti,2018-01-19
542,Rumori molesti,2018-01-23
543,Rumori molesti,2018-01-24
544,Rumori molesti,2018-01-25
545,Rumori molesti,2018-01-26
546,Rumori molesti,2018-01-26
547,Rumori molesti,2018-02-01
548,Rumori molesti,2018-02-03
549,Rumori molesti,2018-02-05
550,Rumori molesti,2018-02-05
551,Rumori molesti,2018-02-07
552,Rumori molesti,2018-02-08
553,Rumori molesti,2018-02-08
554,Rumori molesti,2018-02-08
555,Rumori molesti,2018-02-10
556,Rumori molesti,2018-02-13
557,Rumori molesti,2018-02-15
558,Rumori molesti,2018-02-16
559,Rumori molesti,2018-02-18
560,Rumori molesti,2018-02-19
561,Rumori molesti,2018-02-19
562,Rumori molesti,2018-02-20
563,Rumori molesti,2018-02-20
564,Rumori molesti,2018-02-22
565,Rumori molesti,2018-02-27
566,Rumori molesti,2018-03-01
567,Rumori molesti,2018-03-01
568,Rumori molesti,2018-03-01
569,Rumori molesti,2018-03-02
570,Rumori molesti,2018-03-11
571,Rumori molesti,2018-03-14
572,Rumori molesti,2018-03-15
573,Rumori molesti,2018-03-16
574,Rumori molesti,2018-03-16
575,Rumori molesti,2018-03-16
576,Rumori molesti,2018-04-11
577,Rumori molesti,2018-04-11
578,Rumori molesti,2018-04-13
579,Rumori molesti,2018-04-13
580,Rumori molesti,2018-04-13
581,Rumori molesti,2018-04-17
582,Rumori molesti,2018-04-19
583,Rumori molesti,2018-04-19
584,Rumori molesti,2018-04-20
585,Rumori molesti,2018-04-20
586,Rumori molesti,2018-04-23
587,Rumori molesti,2018-04-23
588,Rumori molesti,2018-04-23
589,Rumori molesti,2018-04-24
590,Rumori molesti,2018-04-27
591,Rumori molesti,2018-05-02
592,Rumori molesti,2018-05-02
593,Rumori molesti,2018-05-02
594,Rumori molesti,2018-05-03
595,Rumori molesti,2018-05-04
596,Rumori molesti,2018-05-10
597,Rumori molesti,2018-05-14
598,Rumori molesti,2018-05-15
599,Rumori molesti,2018-05-16
600,Rumori molesti,2018-05-21
601,Rumori molesti,2018-05-25
602,Rumori molesti,2018-05-25
603,Rumori molesti,2018-05-28
604,Rumori molesti,2018-05-29
605,Rumori molesti,2018-05-31
606,Rumori molesti,2018-06-06
607,Rumori molesti,2018-06-07
608,Rumori molesti,2018-06-07
609,Rumori molesti,2018-06-10
610,Rumori molesti,2018-06-11
611,Rumori molesti,2018-06-11
612,Rumori molesti,2018-06-12
613,Rumori molesti,2018-06-12
614,Rumori molesti,2018-06-12
615,Rumori molesti,2018-06-13
616,Rumori molesti,2018-06-13
617,Rumori molesti,2018-06-14
618,Rumori molesti,2018-06-15
619,Rumori molesti,2018-06-17
620,Rumori molesti,2018-06-21
621,Rumori molesti,2018-06-25
622,Rumori molesti,2018-06-25
623,Rumori molesti,2018-06-26
624,Rumori molesti,2018-06-26
625,Rumori molesti,2018-06-29
626,Uso improprio parti comuni,2018-02-05
627,Uso improprio parti comuni,2018-03-06
628,Uso improprio parti comuni,2018-03-21
629,Uso improprio parti comuni,2018-04-18
630,Uso improprio parti comuni,2018-04-18
631,Uso improprio parti comuni,2018-05-04
632,Uso improprio parti comuni,2018-05-15
633,Altro,2018-01-03
634,Altro,2018-01-04
635,Altro,2018-01-04
636,Altro,2018-01-08
637,Altro,2018-01-08
638,Altro,2018-01-08
639,Altro,2018-01-08
640,Altro,2018-01-09
641,Altro,2018-01-09
642,Altro,2018-01-12
643,Altro,2018-01-12
644,Altro,2018-01-15
645,Altro,2018-01-15
646,Altro,2018-01-16
647,Altro,2018-01-16
648,Altro,2018-01-17
649,Altro,2018-01-19
650,Altro,2018-01-20
651,Altro,2018-01-22
652,Altro,2018-01-22
653,Altro,2018-01-23
654,Altro,2018-01-24
655,Altro,2018-01-24
656,Altro,2018-01-25
657,Altro,2018-01-25
658,Altro,2018-01-26
659,Altro,2018-01-29
660,Altro,2018-01-29
661,Altro,2018-01-29
662,Altro,2018-01-30
663,Altro,2018-01-30
664,Altro,2018-01-30
665,Altro,2018-01-30
666,Altro,2018-01-30
667,Altro,2018-01-30
668,Altro,2018-01-31
669,Altro,2018-01-31
670,Altro,2018-02-01
671,Altro,2018-02-02
672,Altro,2018-02-05
673,Altro,2018-02-05
674,Altro,2018-02-05
675,Altro,2018-02-06
676,Altro,2018-02-08
677,Altro,2018-02-08
678,Altro,2018-02-09
679,Altro,2018-02-12
680,Altro,2018-02-15
681,Altro,2018-02-16
682,Altro,2018-02-16
683,Altro,2018-02-16
684,Altro,2018-02-17
685,Altro,2018-02-20
686,Altro,2018-02-22
687,Altro,2018-02-22
688,Altro,2018-02-23
689,Altro,2018-02-23
690,Altro,2018-02-23
691,Altro,2018-02-23
692,Altro,2018-02-26
693,Altro,2018-02-27
694,Altro,2018-02-28
695,Altro,2018-02-28
696,Altro,2018-02-28
697,Altro,2018-02-28
698,Altro,2018-03-02
699,Altro,2018-03-05
700,Altro,2018-03-07
701,Altro,2018-03-09
702,Altro,2018-03-09
703,Altro,2018-03-09
704,Altro,2018-03-12
705,Altro,2018-03-12
706,Altro,2018-03-12
707,Altro,2018-03-12
708,Altro,2018-03-13
709,Altro,2018-03-13
710,Altro,2018-03-14
711,Altro,2018-03-14
712,Altro,2018-03-14
713,Altro,2018-03-15
714,Altro,2018-03-16
715,Altro,2018-03-16
716,Altro,2018-03-18
717,Altro,2018-03-20
718,Altro,2018-03-20
719,Altro,2018-03-21
720,Altro,2018-03-21
721,Altro,2018-03-21
722,Altro,2018-03-22
723,Altro,2018-03-22
724,Altro,2018-03-23
725,Altro,2018-03-23
726,Altro,2018-03-23
727,Altro,2018-03-23
728,Altro,2018-03-23
729,Altro,2018-03-29
730,Altro,2018-03-29
731,Altro,2018-03-29
732,Altro,2018-03-30
733,Altro,2018-04-03
734,Altro,2018-04-03
735,Altro,2018-04-06
736,Altro,2018-04-06
737,Altro,2018-04-09
738,Altro,2018-04-09
739,Altro,2018-04-10
740,Altro,2018-04-11
741,Altro,2018-04-12
742,Altro,2018-04-13
743,Altro,2018-04-13
744,Altro,2018-04-15
745,Altro,2018-04-16
746,Altro,2018-04-16
747,Altro,2018-04-16
748,Altro,2018-04-16
749,Altro,2018-04-17
750,Altro,2018-04-17
751,Altro,2018-04-18
752,Altro,2018-04-18
753,Altro,2018-04-18
754,Altro,2018-04-18
755,Altro,2018-04-19
756,Altro,2018-04-19
757,Altro,2018-04-19
758,Altro,2018-04-19
759,Altro,2018-04-20
760,Altro,2018-04-20
761,Altro,2018-04-23
762,Altro,2018-04-24
763,Altro,2018-04-27
764,Altro,2018-04-27
765,Altro,2018-05-03
766,Altro,2018-05-03
767,Altro,2018-05-07
768,Altro,2018-05-08
769,Altro,2018-05-08
770,Altro,2018-05-08
771,Altro,2018-05-09
772,Altro,2018-05-10
773,Altro,2018-05-14
774,Altro,2018-05-15
775,Altro,2018-05-17
776,Altro,2018-05-17
777,Altro,2018-05-18
778,Altro,2018-05-19
779,Altro,2018-05-19
780,Altro,2018-05-21
781,Altro,2018-05-21
782,Altro,2018-05-23
783,Altro,2018-05-24
784,Altro,2018-05-25
785,Altro,2018-05-25
786,Altro,2018-05-28
787,Altro,2018-05-28
788,Altro,2018-05-29
789,Altro,2018-05-29
790,Altro,2018-05-29
791,Altro,2018-05-29
792,Altro,2018-05-29
793,Altro,2018-05-30
794,Altro,2018-05-30
795,Altro,2018-05-30
796,Altro,2018-06-06
797,Altro,2018-06-07
798,Altro,2018-06-07
799,Altro,2018-06-07
800,Altro,2018-06-08
801,Altro,2018-06-08
802,Altro,2018-06-11
803,Altro,2018-06-11
804,Altro,2018-06-11
805,Altro,2018-06-12
806,Altro,2018-06-12
807,Altro,2018-06-13
808,Altro,2018-06-13
809,Altro,2018-06-14
810,Altro,2018-06-14
811,Altro,2018-06-14
812,Altro,2018-06-15
813,Altro,2018-06-15
814,Altro,2018-06-15
815,Altro,2018-06-19
816,Altro,2018-06-20
817,Altro,2018-06-20
818,Altro,2018-06-21
819,Altro,2018-06-21
820,Altro,2018-06-21
821,Altro,2018-06-21
822,Altro,2018-06-21
823,Altro,2018-06-22
824,Altro,2018-06-22
825,Altro,2018-06-22
826,Altro,2018-06-26
827,Altro,2018-06-28
828,Altro,2018-06-28
