,Ora,C1,C2,C3,C4,C5,date_hour,day,Log_Avg,No. of Visitors,index,numero_presenze,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,is_match_pad,is_home_pad,count_close,count_open,final_date,count_complaint,dat_hr,n,flow_mean,flow_sd,flow_median,speed_mean,speed_sd,speed_median,date,Day,Holiday,isHoliday
1780,4,48.6,48.1,48.6,51.0,51.8,2018-03-16 04:00:00,4,49.88292484921857,,,,,2.2900000000000205,,0.001,5.6000000000000005,0.0,0.0,6.0,,16-03-18 04:00,0.0,16-03-18 04:00,1105.0,612.7040000000001,422.17000000000013,513.0,370.59,136.5,333.53,16-03-18,,,0
1781,5,52.5,49.0,48.6,55.6,57.9,2018-03-16 05:00:00,4,54.1809484202028,,,,,2.240000000000009,,0.0,4.8,0.0,0.0,,,16-03-18 05:00,0.0,16-03-18 05:00,1136.0,1616.631,1303.118,1203.0,359.023,133.74,326.69,16-03-18,,,0
1782,6,57.4,52.6,50.6,57.8,59.8,2018-03-16 06:00:00,4,56.81942507774,,,,,2.2100000000000364,,0.001,3.9333333333333336,0.0,0.0,,6.0,16-03-18 06:00,0.0,16-03-18 06:00,1138.0,3677.73,2662.7809999999995,3072.0,358.17300000000006,126.868,328.815,16-03-18,,,0
1783,7,69.2,58.9,66.5,61.3,64.6,2018-03-16 07:00:00,4,65.51296629196521,,,,,2.300000000000012,,0.003,3.3000000000000003,0.0,0.0,,30.0,16-03-18 07:00,0.0,16-03-18 07:00,1071.0,9874.744,6237.789000000001,8370.0,316.746,114.30100000000002,297.64,16-03-18,,,0
1784,8,60.9,62.7,62.1,62.8,65.9,2018-03-16 08:00:00,4,63.2263594193613,,,,,4.9500000000000455,,-0.005,6.833333333333332,0.0,0.0,,12.0,16-03-18 08:00,0.0,16-03-18 08:00,1060.0,11912.548999999999,6729.206,10734.0,290.50000000000006,110.17200000000001,279.39,16-03-18,,,0
1785,9,68.9,64.3,63.7,70.4,66.3,2018-03-16 09:00:00,4,67.4863468525385,,,,,7.950000000000045,,-0.009000000000000001,9.766666666666667,0.0,0.0,,,16-03-18 09:00,0.0,16-03-18 09:00,1102.0,9913.753,5789.036999999999,9018.0,320.44599999999997,118.416,292.55499999999995,16-03-18,,,0
1786,10,61.8,62.0,62.0,65.5,66.4,2018-03-16 10:00:00,4,64.01284708238175,,,,,9.390000000000043,,-0.01,11.933333333333332,0.0,0.0,,,16-03-18 10:00,0.0,16-03-18 10:00,1088.0,8723.483,4974.004999999999,7995.0,333.5750000000001,122.912,305.01,16-03-18,,,0
1787,11,61.7,62.9,63.7,64.7,65.5,2018-03-16 11:00:00,4,63.899639183738735,,,,,10.760000000000048,,-0.012,12.5,0.0,0.0,,6.0,16-03-18 11:00,0.0,16-03-18 11:00,1092.0,8181.9850000000015,4388.032999999999,7494.0,336.6509999999999,125.178,309.045,16-03-18,,,0
1788,12,62.3,62.3,62.0,63.2,65.5,2018-03-16 12:00:00,4,63.27105867090908,,,,,11.850000000000026,,-0.006,13.6,0.0,0.0,,90.0,16-03-18 12:00,1.0,16-03-18 12:00,1115.0,8712.724,4684.423,8058.0,334.13800000000003,127.18200000000002,307.655,16-03-18,,,0
1789,13,63.1,61.5,60.3,63.3,66.0,2018-03-16 13:00:00,4,63.28168668182849,,,,,12.980000000000016,,-0.006,14.233333333333334,0.0,0.0,,,16-03-18 13:00,0.0,16-03-18 13:00,1132.0,8495.235,4818.542,7731.0,334.473,125.262,306.475,16-03-18,,,0
1790,14,63.1,62.4,60.8,62.8,65.7,2018-03-16 14:00:00,4,63.2644303719306,,,,,13.610000000000017,,-0.006,15.4,0.0,0.0,36.0,,16-03-18 14:00,0.0,16-03-18 14:00,1127.0,9392.042,5472.433999999998,8502.0,326.16,119.20399999999998,298.4050000000001,16-03-18,,,0
1791,15,61.8,61.1,60.9,62.9,65.4,2018-03-16 15:00:00,4,62.7642929636969,,,,,13.879999999999995,,-0.003,15.6,0.0,0.0,54.0,,16-03-18 15:00,0.0,16-03-18 15:00,1104.0,9494.647,5197.2350000000015,8712.0,327.672,123.571,302.12,16-03-18,,,0
1792,16,62.0,62.5,60.4,64.2,66.6,2018-03-16 16:00:00,4,63.6775836785981,,,,,13.680000000000007,,-0.004,16.0,0.0,0.0,,,16-03-18 16:00,0.0,16-03-18 16:00,1134.0,10129.554999999997,5669.428000000001,9132.0,322.545,122.933,298.12,16-03-18,,,0
1793,17,62.8,61.9,60.0,63.7,65.0,2018-03-16 17:00:00,4,62.99323509990388,,,,,12.420000000000016,,-0.003,15.233333333333334,0.0,0.0,,12.0,16-03-18 17:00,0.0,16-03-18 17:00,1092.0,11158.636,6516.32,9966.0,301.48900000000003,114.069,283.595,16-03-18,,,0
1794,18,62.4,61.4,64.2,63.2,64.8,2018-03-16 18:00:00,4,63.367678709819025,,,,,11.110000000000014,,0.0,13.5,0.0,0.0,6.0,24.0,16-03-18 18:00,0.0,16-03-18 18:00,1113.0,11285.818,6626.154,10170.0,295.632,112.535,281.04999999999995,16-03-18,,,0
1795,19,62.8,62.0,61.5,64.2,64.4,2018-03-16 19:00:00,4,63.13335122039352,,,,,9.410000000000023,,0.0,11.833333333333336,0.0,0.0,6.0,108.0,16-03-18 19:00,0.0,16-03-18 19:00,1120.0,10723.288,6039.486999999999,9666.0,309.151,118.323,287.68,16-03-18,,,0
1796,20,63.2,60.8,60.3,64.6,64.3,2018-03-16 20:00:00,4,62.98357225376127,,,,,9.160000000000023,,0.0,10.766666666666666,0.0,0.0,,12.0,16-03-18 20:00,0.0,16-03-18 20:00,1265.0,7911.604000000001,4743.417,7281.0,337.63699999999994,129.565,304.42999999999995,16-03-18,,,0
1797,21,62.2,60.8,62.9,63.9,62.0,2018-03-16 21:00:00,4,62.48036960666475,,,,,8.210000000000036,,0.001,9.7,0.0,0.0,6.0,,16-03-18 21:00,0.0,16-03-18 21:00,1269.0,5075.32,2945.336,4656.0,355.47500000000014,135.125,319.815,16-03-18,,,0
1798,22,67.4,61.3,66.5,63.6,62.7,2018-03-16 22:00:00,4,64.90356395632278,,,,,8.670000000000016,,0.0,9.666666666666666,0.0,0.0,12.0,6.0,16-03-18 22:00,0.0,16-03-18 22:00,1190.0,4880.194,2974.14,4377.0,369.374,135.14100000000002,338.195,16-03-18,,,0
1799,23,71.4,61.3,70.7,66.2,63.1,2018-03-16 23:00:00,4,68.21018200869085,,,,,7.990000000000008,,0.0,9.266666666666666,0.0,0.0,72.0,,16-03-18 23:00,0.0,16-03-18 23:00,1176.0,3826.245,2189.801,3564.0,327.73,125.26799999999999,296.565,16-03-18,,,0
1800,0,71.1,61.2,71.6,66.0,63.9,2018-03-17 00:00:00,5,68.46224881183741,,,,,7.990000000000008,,0.0,9.7,0.0,0.0,66.0,,17-03-18 00:00,0.0,17-03-18 00:00,1128.0,3589.313,2081.9120000000003,3276.0,371.326,132.39,342.39,17-03-18,,,0
1801,1,71.4,60.5,69.5,67.1,62.0,2018-03-17 01:00:00,5,67.86067899896686,,,,,8.020000000000039,,0.0,9.1,0.0,0.0,18.0,,17-03-18 01:00,0.0,17-03-18 01:00,1256.0,2190.635,1372.695,1968.0,365.86699999999996,140.825,330.145,17-03-18,,,0
1802,2,70.8,60.6,68.1,64.2,60.7,2018-03-17 02:00:00,5,66.70848728948546,,,,,7.150000000000035,,-0.001,9.1,0.0,0.0,6.0,,17-03-18 02:00,0.0,17-03-18 02:00,1252.0,1424.273,986.4010000000001,1206.0,369.84100000000007,148.44899999999998,330.44000000000005,17-03-18,,,0
1803,3,66.8,60.4,62.5,62.4,63.7,2018-03-17 03:00:00,5,63.70812317476356,,,,,6.510000000000048,,0.38,8.466666666666667,0.0,0.0,18.0,,17-03-18 03:00,0.0,17-03-18 03:00,1232.0,1051.106,735.9750000000001,885.0,368.522,147.55,330.19,17-03-18,,,0
1804,4,56.9,56.7,51.3,57.9,63.0,2018-03-17 04:00:00,5,58.69732344659251,,,,,5.629999999999996,,0.2,8.0,0.0,0.0,6.0,,17-03-18 04:00,0.0,17-03-18 04:00,1204.0,891.154,580.636,798.0,367.829,144.877,330.24,17-03-18,,,0
1805,5,55.1,58.0,49.8,58.5,63.8,2018-03-17 05:00:00,5,59.197921510884164,,,,,5.4500000000000455,,0.24,7.333333333333332,0.0,0.0,,,17-03-18 05:00,0.0,17-03-18 05:00,1119.0,1414.803,956.3969999999999,1176.0,361.35399999999987,133.366,327.975,17-03-18,,,0
1806,6,57.2,58.2,50.7,58.7,64.2,2018-03-17 06:00:00,5,59.707715607527795,,,,,4.75,,0.20199999999999999,7.0,0.0,0.0,,6.0,17-03-18 06:00,0.0,17-03-18 06:00,1072.0,2331.526,1645.7949999999996,1917.0,362.77,136.684,327.445,17-03-18,,,0
1807,7,58.4,58.2,66.0,59.5,66.2,2018-03-17 07:00:00,5,63.177935249515336,,,,,4.720000000000027,,0.122,6.666666666666668,0.0,0.0,,18.0,17-03-18 07:00,0.0,17-03-18 07:00,950.0,4211.976,2610.46,3570.0,374.931,134.95600000000002,344.595,17-03-18,,,0
1808,8,63.9,61.6,62.2,63.1,65.5,2018-03-17 08:00:00,5,63.48289572141734,,,,,4.740000000000009,,0.02,6.3,0.0,0.0,,18.0,17-03-18 08:00,0.0,17-03-18 08:00,1059.0,5594.558000000001,3424.778,4812.0,354.776,128.56000000000003,325.61,17-03-18,,,0
1809,9,61.6,60.5,64.4,64.7,65.5,2018-03-17 09:00:00,5,63.7368531691363,,,,,5.0300000000000304,,0.0,6.4,0.0,0.0,,6.0,17-03-18 09:00,0.0,17-03-18 09:00,1033.0,6907.795000000001,4202.023,5928.0,345.62800000000004,122.611,318.8649999999999,17-03-18,,,0
1810,10,62.2,66.9,62.6,64.0,67.5,2018-03-17 10:00:00,5,65.18839555570486,,,,,5.629999999999996,,0.06000000000000001,7.066666666666666,0.0,0.0,,,17-03-18 10:00,0.0,17-03-18 10:00,1039.0,7953.439,4753.103000000001,6996.0,343.41900000000004,123.395,315.31,17-03-18,,,0
1811,11,61.7,62.5,63.3,63.4,66.3,2018-03-17 11:00:00,5,63.747082754444335,,,,,6.0400000000000205,,0.0,7.099999999999999,0.0,0.0,,6.0,17-03-18 11:00,0.0,17-03-18 11:00,1043.0,8272.484,4859.048,7380.0,336.6670000000001,122.15799999999999,307.715,17-03-18,,,0
1812,12,63.4,62.7,61.7,63.6,65.6,2018-03-17 12:00:00,5,63.59858442417554,,,,,6.1200000000000045,,0.018000000000000002,7.333333333333332,0.0,0.0,,72.0,17-03-18 12:00,0.0,17-03-18 12:00,1015.0,8533.409,4600.021,7716.0,326.819,120.0,298.6,17-03-18,,,0
1813,13,62.0,62.0,60.8,63.5,65.7,2018-03-17 13:00:00,5,63.14967342054544,,,,,6.080000000000041,,0.02,7.666666666666668,0.0,0.0,,,17-03-18 13:00,0.0,17-03-18 13:00,1042.0,7275.599,3985.4770000000003,6486.0,343.076,128.969,312.575,17-03-18,,,0
1814,14,60.8,61.5,60.1,61.9,64.4,2018-03-17 14:00:00,5,62.0091286430464,,,,,6.080000000000041,,0.0,7.3,0.0,0.0,24.0,,17-03-18 14:00,0.0,17-03-18 14:00,1024.0,7297.61,4316.552,6444.0,346.62500000000006,126.317,315.91,17-03-18,,,0
1815,15,61.4,62.1,60.3,62.8,65.2,2018-03-17 15:00:00,5,62.69068410183329,,,,,6.2900000000000205,,-0.002,8.433333333333332,1.0,0.0,48.0,,17-03-18 15:00,0.0,17-03-18 15:00,1016.0,8306.345,5021.589999999998,7200.0,338.82,125.29700000000001,306.18499999999995,17-03-18,,,0
1816,16,61.2,61.7,59.8,62.2,66.8,2018-03-17 16:00:00,5,63.09555459940293,,,,,6.590000000000032,,0.0,7.7,1.0,0.0,,6.0,17-03-18 16:00,0.0,17-03-18 16:00,1011.0,8378.825,5002.301,7362.0,334.816,123.008,306.285,17-03-18,,,0
1817,17,63.0,62.6,60.0,64.1,67.5,2018-03-17 17:00:00,5,64.15266304651092,,,,,6.0200000000000395,,0.04,7.633333333333333,1.0,0.0,,6.0,17-03-18 17:00,0.0,17-03-18 17:00,1033.0,8421.279999999999,5121.032,7467.0,337.0320000000001,123.679,308.47,17-03-18,,,0
1818,18,63.0,63.3,64.7,63.5,66.5,2018-03-17 18:00:00,5,64.40593968674123,,,,,5.730000000000018,,0.019,7.433333333333334,1.0,0.0,6.0,24.0,17-03-18 18:00,0.0,17-03-18 18:00,1050.0,8351.889000000001,5064.346,7482.0,336.50599999999986,120.554,308.255,17-03-18,,,0
1819,19,61.8,62.0,61.9,62.7,64.8,2018-03-17 19:00:00,5,62.80091447179038,,,,,5.439999999999998,,0.0,7.166666666666668,1.0,0.0,,102.0,17-03-18 19:00,0.0,17-03-18 19:00,1033.0,8869.575,5328.264,7950.0,330.0030000000001,121.04600000000002,302.69,17-03-18,,,0
1820,20,60.9,61.3,60.8,63.8,63.6,2018-03-17 20:00:00,5,62.28974759718742,,,,,6.360000000000013,,-0.002,6.8,1.0,0.0,,12.0,17-03-18 20:00,0.0,17-03-18 20:00,1188.0,6831.521,4029.278,6156.0,342.44200000000006,127.96700000000001,307.19500000000005,17-03-18,,,0
1821,21,62.4,59.9,63.6,63.2,62.0,2018-03-17 21:00:00,5,62.39554475327745,,,,,5.260000000000048,,0.0,6.8,1.0,0.0,6.0,,17-03-18 21:00,0.0,17-03-18 21:00,1207.0,4396.27,2703.0879999999993,4014.0,354.15400000000005,133.03,321.11,17-03-18,,,0
1822,22,68.4,59.5,68.9,62.9,62.3,2018-03-17 22:00:00,5,65.84786091991539,,,,,5.090000000000032,,0.0,6.433333333333334,1.0,0.0,12.0,6.0,17-03-18 22:00,0.0,17-03-18 22:00,1197.0,4032.3330000000014,2345.2200000000007,3750.0,354.54599999999994,133.16299999999998,322.045,17-03-18,,,0
1823,23,73.0,64.0,73.5,65.6,63.1,2018-03-17 23:00:00,5,70.04529780471096,,,,,4.8700000000000045,,-0.002,6.533333333333334,1.0,0.0,66.0,,17-03-18 23:00,0.0,17-03-18 23:00,1079.0,4321.448,2494.6759999999995,4032.0,321.726,123.26299999999999,285.805,17-03-18,,,0
1824,0,71.9,65.2,73.1,66.8,63.9,2018-03-18 00:00:00,6,69.68089259108723,,,,,3.8100000000000014,,0.0,5.6,1.0,0.0,72.0,,18-03-18 00:00,0.0,18-03-18 00:00,1138.0,4583.0520000000015,2657.078,4203.0,366.689,131.781,337.7150000000001,18-03-18,,,0
1825,1,71.4,63.9,69.9,66.4,62.3,2018-03-18 01:00:00,6,68.07458251901487,,,,,4.0400000000000205,,-0.001,5.6000000000000005,1.0,0.0,12.0,,18-03-18 01:00,0.0,18-03-18 01:00,1248.0,3095.9240000000004,1912.322,2811.0,355.214,135.24,320.05,18-03-18,,,0
1826,2,70.4,63.0,67.8,63.2,60.8,2018-03-18 02:00:00,6,66.48890613234519,,,,,3.9500000000000455,,0.0,5.8,1.0,0.0,6.0,,18-03-18 02:00,0.0,18-03-18 02:00,1231.0,1933.781,1249.343,1656.0,362.11699999999996,142.329,326.5100000000001,18-03-18,,,0
1827,3,66.4,58.4,63.3,60.3,59.0,2018-03-18 03:00:00,6,62.581964883142746,,,,,4.07000000000005,,0.0,6.366666666666667,1.0,0.0,18.0,,18-03-18 03:00,0.0,18-03-18 03:00,1133.0,1420.095,890.5060000000002,1278.0,382.749,139.828,351.9050000000001,18-03-18,,,0
1828,4,60.2,55.6,51.9,55.6,57.3,2018-03-18 04:00:00,6,56.92881822792094,,,,,4.410000000000026,,-0.002,6.366666666666667,1.0,0.0,12.0,,18-03-18 04:00,0.0,18-03-18 04:00,1192.0,1075.013,692.7159999999999,969.0,368.32099999999997,151.843,328.49,18-03-18,,,0
1829,5,50.3,54.4,49.8,53.5,56.5,2018-03-18 05:00:00,6,53.61210062015188,,,,,4.050000000000011,,0.0,6.3,1.0,0.0,,,18-03-18 05:00,0.0,18-03-18 05:00,1128.0,1017.9939999999999,612.268,939.0,365.79,142.99,329.225,18-03-18,,,0
1830,6,50.7,53.6,50.8,52.2,59.0,2018-03-18 06:00:00,6,54.55481325030487,,,,,4.150000000000034,,0.017,6.033333333333334,1.0,0.0,,6.0,18-03-18 06:00,0.0,18-03-18 06:00,1087.0,1259.193,852.6250000000001,1113.0,366.859,142.899,328.445,18-03-18,,,0
1831,7,72.4,52.2,67.8,52.6,59.8,2018-03-18 07:00:00,6,66.93841670343411,,,,,4.650000000000034,,-0.003,6.033333333333334,1.0,0.0,,18.0,18-03-18 07:00,0.0,18-03-18 07:00,1071.0,1569.674,968.2229999999997,1404.0,362.61699999999996,137.154,327.345,18-03-18,,,0
1832,8,63.3,56.5,65.9,61.7,62.0,2018-03-18 08:00:00,6,62.80537338628229,,,,,4.390000000000043,,-0.003,6.2,1.0,0.0,,18.0,18-03-18 08:00,0.0,18-03-18 08:00,1052.0,2569.659000000001,1743.054,2202.0,357.129,129.72299999999998,324.55499999999995,18-03-18,,,0
1833,9,72.6,60.7,64.6,61.5,66.7,2018-03-18 09:00:00,6,67.53519121775082,,,,,4.600000000000024,,0.1,6.3,1.0,0.0,,,18-03-18 09:00,0.0,18-03-18 09:00,988.0,3796.23,2403.391,3396.0,324.30800000000005,119.21599999999998,296.29,18-03-18,,,0
1834,10,61.8,61.8,65.0,63.1,64.5,2018-03-18 10:00:00,6,63.443734485951204,,,,,4.6200000000000045,,0.24000000000000005,6.0,0.0,0.0,,6.0,18-03-18 10:00,0.0,18-03-18 10:00,994.0,5496.909000000001,3259.4150000000004,5022.0,353.58400000000006,122.65100000000001,324.7150000000001,18-03-18,,,0
1835,11,62.6,60.7,65.2,63.0,66.1,2018-03-18 11:00:00,6,63.93574316128252,,,,,5.010000000000048,,0.06000000000000001,6.866666666666667,0.0,0.0,,6.0,18-03-18 11:00,0.0,18-03-18 11:00,952.0,5709.594,3301.301,5142.0,311.67900000000003,108.542,285.29,18-03-18,,,0
1836,12,63.4,62.9,65.3,65.0,69.5,2018-03-18 12:00:00,6,65.93304564615713,,,,,5.080000000000041,,0.16099999999999998,7.033333333333334,0.0,0.0,,84.0,18-03-18 12:00,0.0,18-03-18 12:00,1065.0,6786.654,3911.015,6180.0,340.05199999999996,121.65699999999998,309.98,18-03-18,,,0
1837,13,61.8,62.0,61.1,63.9,68.1,2018-03-18 13:00:00,6,64.24814861125193,,,,,5.0200000000000395,,0.16299999999999998,6.533333333333334,0.0,0.0,6.0,,18-03-18 13:00,0.0,18-03-18 13:00,1089.0,4910.730000000001,3211.5840000000003,4320.0,355.235,130.156,325.17999999999995,18-03-18,,,0
1838,14,61.7,61.4,60.7,62.8,67.9,2018-03-18 14:00:00,6,63.84023524194112,,,,,5.2900000000000205,,0.12300000000000001,6.566666666666666,0.0,0.0,18.0,,18-03-18 14:00,0.0,18-03-18 14:00,1128.0,5268.929000000001,3559.813,4626.0,353.01300000000003,126.41799999999999,323.105,18-03-18,,,0
1839,15,61.3,60.6,60.1,62.0,68.4,2018-03-18 15:00:00,6,63.810649632333174,,,,,5.110000000000014,,0.122,6.599999999999999,0.0,0.0,60.0,,18-03-18 15:00,0.0,18-03-18 15:00,1009.0,6956.306999999998,4635.974,6147.0,360.186,121.36,333.075,18-03-18,,,0
1840,16,61.5,60.6,59.3,62.3,67.1,2018-03-18 16:00:00,6,63.11274249476106,,,,,5.2800000000000304,,0.06300000000000001,6.433333333333334,0.0,0.0,,12.0,18-03-18 16:00,0.0,18-03-18 16:00,1078.0,6829.4879999999985,4749.5070000000005,5952.0,344.27300000000014,121.70099999999998,315.6749999999999,18-03-18,,,0
1841,17,61.9,62.3,58.9,64.0,67.9,2018-03-18 17:00:00,6,64.04872830022893,,,,,4.879999999999996,,0.043,6.533333333333334,0.0,0.0,,,18-03-18 17:00,0.0,18-03-18 17:00,1060.0,7562.483,5020.7469999999985,6522.0,335.8930000000001,119.66500000000002,308.48,18-03-18,,,0
1842,18,62.0,61.4,64.5,62.9,68.1,2018-03-18 18:00:00,6,64.53013838107246,,,,,4.7700000000000395,,0.103,6.3,0.0,0.0,6.0,24.0,18-03-18 18:00,0.0,18-03-18 18:00,1046.0,7720.089,4943.0070000000005,6864.0,338.6310000000001,118.49600000000001,313.115,18-03-18,,,0
1843,19,62.4,62.7,61.2,64.0,68.8,2018-03-18 19:00:00,6,64.7757866996935,,,,,4.2000000000000455,,0.163,6.2,0.0,0.0,,96.0,18-03-18 19:00,0.0,18-03-18 19:00,1041.0,7394.980000000001,4564.184,6612.0,337.54799999999994,118.225,308.68,18-03-18,,,0
1844,20,62.2,63.0,59.7,65.3,68.7,2018-03-18 20:00:00,6,64.88258668023177,,,,,4.160000000000025,,0.203,6.2666666666666675,0.0,0.0,,,18-03-18 20:00,0.0,18-03-18 20:00,1205.0,4916.826000000001,3089.038,4386.0,351.16,126.35500000000002,322.87000000000006,18-03-18,,,0
1845,21,61.3,61.0,60.6,63.1,67.3,2018-03-18 21:00:00,6,63.490092050573196,,,,,3.830000000000041,,0.103,5.7333333333333325,0.0,0.0,6.0,,18-03-18 21:00,0.0,18-03-18 21:00,1213.0,3601.7069999999994,2338.3,3228.0,356.205,128.84300000000002,327.915,18-03-18,,,0
1846,22,58.2,58.1,62.5,61.4,64.3,2018-03-18 22:00:00,6,61.55733472237509,,,,,3.75,,0.043,5.400000000000001,0.0,0.0,6.0,,18-03-18 22:00,0.0,18-03-18 22:00,1232.0,3240.7860000000005,2230.268,2838.0,356.459,130.69,328.335,18-03-18,,,0
1847,23,58.2,56.9,63.5,59.3,62.5,2018-03-18 23:00:00,6,60.80526259682682,,,,,3.629999999999996,,0.003,5.266666666666667,0.0,0.0,78.0,,18-03-18 23:00,0.0,18-03-18 23:00,1130.0,2395.812,1483.1470000000002,2175.0,329.6670000000001,122.335,302.58,18-03-18,,,0
1848,0,57.6,56.5,62.1,58.8,60.4,2018-03-19 00:00:00,0,59.54144965404989,,28539.0,19949.0,64800.0,3.710000000000037,,0.0016666666666666668,5.6,0.0,0.0,66.0,,19-03-18 00:00,0.0,19-03-18 00:00,1139.0,1610.0970000000002,1051.413,1410.0,378.564,135.141,351.295,19-03-18,,,0
1849,1,55.6,53.0,58.3,54.9,55.9,2018-03-19 01:00:00,0,55.8810623992666,,28521.0,19396.0,64800.0,3.2100000000000364,,0.001,5.466666666666666,0.0,0.0,6.0,,19-03-18 01:00,0.0,19-03-18 01:00,1179.0,769.3310000000001,536.0780000000002,660.0,367.527,141.79999999999995,328.875,19-03-18,,,0
1850,2,44.6,51.3,53.2,53.9,51.8,2018-03-19 02:00:00,0,51.872348004997434,,28503.0,18903.0,64800.0,3.6100000000000136,,0.003,5.566666666666666,0.0,0.0,12.0,,19-03-18 02:00,0.0,19-03-18 02:00,1044.0,469.026,316.626,408.0,373.579,143.398,333.46,19-03-18,,,0
1851,3,47.8,46.4,48.5,48.0,49.9,2018-03-19 03:00:00,0,48.26750449795557,,28485.0,18323.0,64800.0,3.5300000000000296,,0.003,5.366666666666667,0.0,0.0,6.0,,19-03-18 03:00,0.0,19-03-18 03:00,1018.0,415.676,286.60500000000013,336.0,373.77900000000005,146.34900000000005,332.9050000000001,19-03-18,,,0
1852,4,46.0,48.2,48.6,48.7,52.4,2018-03-19 04:00:00,0,49.30678864727927,,28467.0,17868.0,64800.0,3.2300000000000177,,0.003,5.2,0.0,0.0,,,19-03-18 04:00,0.0,19-03-18 04:00,1094.0,577.356,416.602,456.0,370.702,141.47000000000003,334.31000000000006,19-03-18,,,0
1853,5,48.7,51.0,49.2,50.6,58.0,2018-03-19 05:00:00,0,53.13433826670655,,28449.0,17486.0,64800.0,3.4300000000000064,,0.0,4.833333333333333,0.0,0.0,,,19-03-18 05:00,0.0,19-03-18 05:00,1135.0,1630.8539999999994,1272.33,1251.0,360.478,131.866,328.785,19-03-18,,,0
1854,6,58.3,55.2,50.9,56.6,61.4,2018-03-19 06:00:00,0,57.734519574422464,,28431.0,17182.0,64800.0,3.170000000000016,,0.001,5.0,0.0,0.0,,6.0,19-03-18 06:00,0.0,19-03-18 06:00,1120.0,3614.371000000001,2571.344,3030.0,357.101,129.437,328.3,19-03-18,,,0
1855,7,62.8,59.3,66.3,59.6,65.5,2018-03-19 07:00:00,0,63.610679125616954,,28413.0,17401.0,64800.0,3.080000000000041,,0.002,5.0,0.0,0.0,,18.0,19-03-18 07:00,0.0,19-03-18 07:00,1059.0,9935.223999999998,6244.484,8514.0,313.251,115.037,293.94000000000005,19-03-18,,,0
1856,8,61.7,63.8,63.4,69.4,66.0,2018-03-19 08:00:00,0,65.74179725577956,,28395.0,18030.0,64800.0,4.350000000000024,,0.0,6.333333333333332,0.0,0.0,,12.0,19-03-18 08:00,0.0,19-03-18 08:00,1091.0,12100.319,6796.451999999999,10698.0,292.72799999999995,111.39299999999996,277.25500000000005,19-03-18,,,0
1857,9,72.5,62.6,64.7,64.0,65.0,2018-03-19 09:00:00,0,67.51708077837006,,28377.0,18384.0,64800.0,5.100000000000024,,0.0,7.366666666666667,0.0,0.0,,,19-03-18 09:00,0.0,19-03-18 09:00,1108.0,9489.437000000002,5605.885,8430.0,322.48099999999994,117.042,297.3300000000001,19-03-18,,,0
1858,10,65.8,61.4,64.8,65.7,65.5,2018-03-19 10:00:00,0,64.90400030236987,,28359.0,19097.0,64800.0,5.930000000000009,,0.0,7.866666666666667,0.0,0.0,,,19-03-18 10:00,0.0,19-03-18 10:00,1031.0,8412.8,4449.976,7617.0,349.476,119.02,323.665,19-03-18,,,0
1859,11,63.5,60.8,66.1,62.9,67.6,2018-03-19 11:00:00,0,64.83417035118732,,28341.0,19646.0,64800.0,6.4500000000000455,,-0.002,7.833333333333332,0.0,0.0,,6.0,19-03-18 11:00,0.0,19-03-18 11:00,1091.0,7694.9580000000005,4165.595,7128.0,337.48699999999997,121.663,308.91,19-03-18,,,0
1860,12,63.5,61.1,63.8,63.5,65.3,2018-03-19 12:00:00,0,63.63723502518716,,28323.0,20392.0,64800.0,7.330000000000041,,-0.005,10.800000000000002,0.0,0.0,,72.0,19-03-18 12:00,0.0,19-03-18 12:00,1104.0,7834.468999999999,4188.46,7260.0,338.1550000000001,125.60399999999998,308.925,19-03-18,,,0
1861,13,62.8,59.9,60.7,62.4,64.5,2018-03-19 13:00:00,0,62.36223733527814,,28305.0,20749.0,64800.0,7.25,,-0.001,9.6,0.0,0.0,,,19-03-18 13:00,0.0,19-03-18 13:00,1112.0,7913.411,4395.745,7224.0,339.22199999999987,124.44,311.18,19-03-18,,,0
1862,14,64.6,61.2,61.5,62.7,68.5,2018-03-19 14:00:00,0,64.64083104678271,,28287.0,20874.0,64800.0,7.4600000000000355,,-0.003,10.133333333333333,0.0,0.0,24.0,,19-03-18 14:00,0.0,19-03-18 14:00,1125.0,8967.966,5207.366,8016.0,333.545,122.07600000000001,305.7800000000001,19-03-18,,,0
1863,15,62.4,61.8,61.7,63.8,66.7,2018-03-19 15:00:00,0,63.73156861195313,,28269.0,21252.0,64800.0,7.470000000000027,,-0.004,10.133333333333333,0.0,0.0,48.0,,19-03-18 15:00,0.0,19-03-18 15:00,1107.0,8829.264000000001,4756.76,8250.0,332.67800000000005,123.17399999999999,308.81000000000006,19-03-18,,,0
1864,16,63.0,63.5,60.9,64.0,65.7,2018-03-19 16:00:00,0,63.6889989336929,,28251.0,21361.0,64800.0,7.510000000000048,,-0.001,9.366666666666667,0.0,0.0,,,19-03-18 16:00,0.0,19-03-18 16:00,1097.0,9688.286,5350.434,8850.0,323.9020000000001,123.526,300.1749999999999,19-03-18,,,0
1865,17,61.7,62.5,61.1,63.9,65.2,2018-03-19 17:00:00,0,63.14358474404411,,28233.0,21833.0,64800.0,6.680000000000009,,0.0,9.1,0.0,0.0,,6.0,19-03-18 17:00,0.0,19-03-18 17:00,1075.0,11033.027,6456.306999999999,9942.0,305.211,114.083,287.395,19-03-18,,,0
